field_id,farm_id,field_name,status,is_test,area_ha,enterprise_id,created_at,updated_at
ad-fld-000826,ad-frm-000329,Rock Pile,active,false,,59e07bd0-a6c1-48c8-a744-7b201f0eebff,2025-11-13T20:54:07Z,
ad-fld-000694,ad-frm-000280,Gravel Pit Field,active,false,13.5,b1f2a4a0-1608-474a-89dc-1559eeac6a36,2026-03-05T12:05:58Z,
ad-fld-000402,ad-frm-000164,Pivot 3,active,false,127.9,07d501d5-1799-4eed-b4d9-dbe0fe2d8afb,2026-04-23T07:12:43Z,
ad-fld-000355,ad-frm-000144,Dryland South,active,false,19.6,8733c76c-09d3-43f5-a82c-460505303117,2025-06-12T13:22:16Z,
ad-fld-000575,ad-frm-000232,Creek Field,active,false,123.1,ff254a8b-14ef-43ae-a4cd-34d0ae8754b9,2026-04-22T14:16:27Z,2026-05-27T17:51:57Z
ad-fld-000896,ad-frm-000356,Pivot 1,active,false,89.9,69b75433-e3de-4cf8-b9c5-b4dcf316470c,2025-11-12T08:43:53Z,
ad-fld-000892,ad-frm-000352,Pivot 1,active,false,115.3,41957b42-7414-4698-9d76-e59818b3b2c9,2026-01-14T10:48:37Z,
ad-fld-000886,ad-frm-000351,Triangle,active,false,23.4,557a1ff4-dc9e-4dfb-bb86-3b3fb9bab2b3,2025-04-24T07:53:06Z,2026-06-08T02:49:53Z
ad-fld-001320,ad-frm-000517,Flat 120,active,false,124.6,5d002a09-faea-481c-976b-a530b52c668c,2024-11-12T02:23:52Z,
ad-fld-001289,ad-frm-000501,Dryland South,archived,false,119.6,f2f6b82f-2d92-4910-bc90-211af7ecf421,2025-03-04T21:36:52Z,2026-01-06T09:07:30Z
ad-fld-000203,ad-frm-000082,Sandy Knoll,active,false,90.4,ddcd798a-7481-4f04-bfb3-d04c3b5983de,2025-11-10T15:29:38Z,2026-02-03T09:28:41Z
ad-fld-000491,ad-frm-000198,Pivot 3,active,false,38.4,032e1390-bb57-445b-98bf-4c1d63977f51,2025-09-24T06:27:11Z,2026-03-08T11:03:57Z
ad-fld-000788,ad-frm-000315,Pivot 1,active,false,127.1,,2026-01-14T15:13:49Z,
ad-fld-000654,ad-frm-000265,Pivot 2,active,false,58.8,a4e8e4fc-2c0f-47fc-80cb-e4ee8f4d1756,2026-04-24T02:57:36Z,2026-06-19T02:32:44Z
ad-fld-000079,ad-frm-000032,Dryland North,active,false,81.7,0e7ed4a0-033e-4f25-837a-fd7579f3916a,2025-06-11T14:48:02Z,
ad-fld-000054,ad-frm-000022,West 160,active,false,,cda50b89-d26e-4097-9d66-a04082b46283,2024-10-08T02:16:44Z,
ad-fld-000453,ad-frm-000183,Back 40,active,false,57.9,ebfff9d3-3b1a-4649-b994-afe63cfb086c,2026-04-22T14:12:08Z,
ad-fld-000763,ad-frm-000307,Slough Field,active,false,,7da21008-71c9-4a5b-8691-0c2eaaa0bcc6,2025-01-15T13:04:10Z,2025-07-27T14:53:37Z
ad-fld-000106,ad-frm-000041,Back 40,active,false,118.9,d7bb1757-195c-494c-aca6-e9b4edb4adf4,2025-09-22T07:25:12Z,2026-01-03T07:42:02Z
ad-fld-000026,ad-frm-000012,Schoolhouse Field,active,false,84.7,22ec9cf2-6e6a-4f46-a0ab-1440de67b01e,2025-09-22T10:14:24Z,
ad-fld-000100,ad-frm-000039,Creek Field,active,false,54.0,85c855c1-2090-48d0-8c91-56dca13f279a,2026-04-24T00:06:19Z,
ad-fld-000580,ad-frm-000235,River Bottom,active,false,126.9,407e7a04-1a59-42af-af62-8012802907f5,2025-11-11T15:33:30Z,
ad-fld-000838,ad-frm-000335,Dryland North,active,false,27.8,8ecf17dc-9f39-4a76-9f02-a8b3cfedc0ac,2025-04-23T11:07:43Z,2025-11-16T21:50:43Z
ad-fld-001198,ad-frm-000454,River Bottom,active,true,47.0,4d03551c-d6d2-401b-8185-0ff1f605f436,2025-01-15T12:06:54Z,
ad-fld-000477,ad-frm-000193,Home Field,active,false,64.9,5f2d0650-a263-42e6-86c0-776f0f779d9b,2025-09-23T13:17:26Z,2025-11-15T23:26:23Z
ad-fld-000253,ad-frm-000101,North 80,active,false,,4f8d1884-5a58-4609-b3c1-320cff263193,2025-06-12T06:18:08Z,
ad-fld-000365,ad-frm-000148,East Quarter,active,false,8.8,93ca9e90-ba33-445b-8730-06de74ca5ddd,2026-01-14T08:58:13Z,2026-06-15T01:04:11Z
ad-fld-000515,ad-frm-000208,Back 40,active,false,85.4,a385dcce-3976-400e-8307-5b2bc85e3dba,2026-03-04T19:04:55Z,
ad-fld-000107,ad-frm-000042,Bench Field,active,false,78.6,aea3fb71-b69a-4299-adbd-7116f0693dde,2026-03-04T20:41:58Z,
ad-fld-000995,ad-frm-000390,Highway Field,active,false,30.4,52589247-4db7-4160-a6fd-173a93d32e46,2026-01-12T11:53:47Z,2026-03-30T04:12:34Z
ad-fld-000650,ad-frm-000264,Creek Field,active,false,113.6,,2025-03-06T00:07:24Z,2026-06-23T21:04:28Z
ad-fld-001154,ad-frm-000438,Pivot 2,active,false,45.7,80a4a351-62ce-460a-9d79-719d9cf4805d,2024-10-07T00:15:56Z,
ad-fld-000770,ad-frm-000309,Rock Pile,active,false,129.2,28d868bd-f55c-42bb-8db2-362530cb7dac,2025-03-06T00:39:23Z,2026-05-02T19:49:58Z
ad-fld-000765,ad-frm-000307,Fence Line 60,active,false,97.8,306c4859-d9a3-4062-a757-21614222ebdc,2025-01-14T17:44:13Z,2025-09-06T00:59:49Z
ad-fld-000648,ad-frm-000262,Dryland South,active,false,89.5,d09e3b6d-7c49-4260-980e-f923102f1ce8,2026-01-14T09:38:03Z,2026-06-12T09:53:11Z
ad-fld-000565,ad-frm-000229,River Bottom,active,false,52.8,87145d0c-1f70-4bda-bb10-dc1f324a1742,2026-04-22T16:49:35Z,
ad-fld-001034,ad-frm-000401,Home Field,active,false,129.6,cec0fd13-f5a6-4bac-8f8c-51ea5634a45b,2026-04-23T09:37:52Z,
ad-fld-000232,ad-frm-000092,Back 40,active,false,12.4,55aee51f-7a5b-4b06-92bc-63ae05f47fb0,2026-01-15T14:26:03Z,
ad-fld-000429,ad-frm-000173,East Quarter,active,false,6.7,a255d285-0fcc-4abb-95d9-211b926168f4,2025-11-13T12:16:36Z,
ad-fld-000178,ad-frm-000071,Pivot 2,active,false,69.3,cd786e64-6d2e-4db6-bac4-b6f1aef3e701,2025-06-10T06:32:41Z,2025-09-30T17:56:26Z
ad-fld-001344,ad-frm-000530,Home Field,active,false,70.1,ea7eeca5-04a8-4d2f-8b40-4c097b1a2c59,2025-04-22T02:26:20Z,
ad-fld-000925,ad-frm-000364,Bench Field,active,false,28.7,4590488f-6eec-4c01-9419-4afa13b3cec5,2026-04-24T02:05:06Z,2026-05-01T15:30:35Z
ad-fld-000420,ad-frm-000169,River Bottom,active,false,46.1,fbacf5ee-3202-4568-87fa-5e2ae1f70c49,2026-03-05T10:02:38Z,2026-03-21T18:39:32Z
ad-fld-000110,ad-frm-000041,East Quarter,active,false,96.8,191bb063-4483-4e2a-bbd4-6f7edc6550a3,2025-09-24T07:51:58Z,2026-05-25T13:26:11Z
ad-fld-001079,ad-frm-000418,Gravel Pit Field,active,false,46.8,7bc977dc-7b36-445e-aa38-e0b921328168,2025-06-12T09:27:02Z,
ad-fld-000920,ad-frm-000363,Pivot 1,active,false,107.9,f79ef1a1-786c-4ac1-9d8b-20104e4ad820,2025-09-23T10:45:43Z,
ad-fld-000038,ad-frm-000017,Creek Field,active,false,62.9,,2026-03-04T05:34:03Z,2026-04-23T23:06:07Z
ad-fld-001014,ad-frm-000396,Long Strip,active,false,37.1,35b495f6-44e6-4399-a8d1-b9e94284b96e,2026-04-22T18:28:48Z,
ad-fld-000963,ad-frm-000378,Highway Field,active,false,,bcd7bd9a-943d-4d36-b36b-1484d3d3c15f,2026-04-21T13:12:49Z,2026-05-06T12:27:46Z
ad-fld-000295,ad-frm-000116,Pivot 1,active,false,129.2,9d6f42bc-0635-4f23-b63d-59eb876a307f,2025-11-11T20:27:27Z,
ad-fld-000610,ad-frm-000246,West 160,active,false,18.4,24251e3e-1a2e-4e36-ad10-e8a89b5ab2e4,2025-08-07T01:51:18Z,
ad-fld-000762,ad-frm-000306,Fence Line 60,active,false,50.9,a552f7f3-b615-405c-a72d-36ff4f822466,2026-03-05T14:54:20Z,2026-03-14T18:42:30Z
ad-fld-000138,ad-frm-000056,West 160,active,false,72.6,28304b97-adcf-47fc-9c09-5d86336bfd4b,2025-08-06T09:09:54Z,
ad-fld-000330,ad-frm-000133,East Quarter,active,false,73.2,1a077d0e-d81c-4aa5-aecd-48d1c67ecad9,2026-01-12T16:39:23Z,
ad-fld-001024,ad-frm-000399,North 80,active,false,,fef40755-34b0-4447-9b6d-9040a1fe96a5,2026-04-21T20:57:10Z,
ad-fld-001015,ad-frm-000396,Pivot 2,active,false,55.9,c7c510be-561c-4a78-8bce-04420be64af2,2026-04-22T18:45:48Z,2026-05-01T17:27:56Z
ad-fld-001112,ad-frm-000426,Fence Line 60,active,false,13.1,fb5dcf59-3c92-47f6-9963-e019cbf31882,2026-03-05T13:08:49Z,
ad-fld-000750,ad-frm-000301,Bench Field,active,false,82.9,24b242ac-84d3-438d-8850-d6177762775b,2025-09-24T11:47:08Z,2026-06-26T15:02:44Z
ad-fld-000411,ad-frm-000166,Home Field,active,false,58.4,a8485db3-e91c-4e5b-a1e0-04d770d900ab,2025-09-25T10:45:57Z,2026-05-18T08:42:42Z
ad-fld-000369,ad-frm-000150,Home Field,active,false,44.8,b751ba6d-a9f9-45df-8d4a-6c5f1a6a1799,2025-01-15T08:38:29Z,
ad-fld-000154,ad-frm-000061,Sandy Knoll,active,false,97.4,751c61b6-f4c0-4957-8d4d-3c99b894c7e7,2026-03-05T13:37:12Z,
ad-fld-000006,ad-frm-000001,South 40,active,false,120.7,e1e756a3-b13a-4adf-978d-0c7cb94774d7,2025-09-25T13:07:56Z,
ad-fld-000114,ad-frm-000047,Pivot 2,active,false,9.7,,2025-04-23T06:23:19Z,2026-01-08T02:00:19Z
ad-fld-000349,ad-frm-000140,Long Strip,active,false,63.3,7db947c4-eeaa-47af-bebc-ada7dfacef99,2026-04-23T23:41:50Z,
ad-fld-000008,ad-frm-000001,Dryland North,active,false,122.1,97478964-d3da-4f68-85c1-e80ebf560f73,2025-11-11T06:10:05Z,2026-06-09T23:09:27Z
ad-fld-001066,ad-frm-000414,Highway Field,active,false,75.3,92660a8b-2a1a-4773-8f85-f76e23779044,2025-09-24T04:05:43Z,
ad-fld-000431,ad-frm-000174,Windmill Field,active,false,,f0d543d4-1ba1-4be9-acc3-51e949fb2973,2026-01-15T08:15:01Z,2026-06-17T20:57:48Z
ad-fld-000699,ad-frm-000281,Pivot 2,active,false,51.5,be0bbf5f-5e06-4638-b222-c7055ef771e4,2026-04-22T22:37:11Z,2026-06-09T16:50:29Z
ad-fld-000566,ad-frm-000229,Pivot 2,active,false,19.8,,2026-04-23T09:45:35Z,2026-06-03T18:46:15Z
ad-fld-000385,ad-frm-000157,Dryland South,active,false,72.0,8839e71a-83b4-4b9c-931a-9e689afb9790,2026-01-15T20:00:42Z,2026-06-02T06:03:26Z
ad-fld-000787,ad-frm-000315,West 160,active,false,29.5,e75a42b4-aaf0-4fb6-a017-55da57c11771,2026-01-15T06:09:26Z,
ad-fld-001332,ad-frm-000525,Schoolhouse Field,active,false,14.4,aee41aad-080d-451e-b30c-d85d1f5c23db,2025-09-24T18:58:19Z,2025-11-10T03:55:47Z
ad-fld-001125,ad-frm-000430,Dryland North,active,false,,ce4efa97-b46f-4962-9f09-642758e335ac,2025-03-06T17:16:06Z,
ad-fld-001196,ad-frm-000454,East Quarter,active,true,4.4,cf2ae490-b4c8-4e43-974c-ed515a195631,2025-01-15T13:19:49Z,
ad-fld-001134,ad-frm-000432,Slough Field,active,false,67.5,1eca3a11-64ea-4109-beeb-d2c92bf201cf,2025-04-22T20:56:56Z,
ad-fld-000874,ad-frm-000348,River Bottom,active,false,101.5,e9d2df1b-1d4c-4dfb-9045-4f6c53b07052,2025-03-05T15:31:37Z,
ad-fld-001214,ad-frm-000465,Flat 120,active,true,,93c385fa-7f86-4509-8046-ad3c4f8fcdad,2025-04-24T08:50:26Z,
ad-fld-000570,ad-frm-000230,North 80,active,false,67.9,e67b111d-299f-445d-94a4-097bf8807728,2026-04-22T17:57:19Z,2026-06-26T15:16:44Z
ad-fld-000845,ad-frm-000337,Corner Piece,active,false,23.8,47f6d888-96bd-4c3c-853a-d0a3a902c9a0,2025-06-12T19:34:28Z,
ad-fld-000973,ad-frm-000381,Back 40,active,false,90.0,15797e08-ab39-4d55-9720-545dc7a84b4d,2026-01-15T08:50:10Z,2026-05-11T22:36:39Z
ad-fld-001030,ad-frm-000402,Sandy Knoll,active,false,25.5,961f4813-45aa-4315-b5dd-32c0a8b1d573,2026-04-23T21:28:17Z,
ad-fld-000211,ad-frm-000084,Corner Piece,active,false,,aebc2674-beb8-4791-9568-6ae888ac3549,2026-04-23T16:30:11Z,2026-05-11T01:51:50Z
ad-fld-000387,ad-frm-000159,Creek Field,active,false,73.1,,2026-03-04T17:06:14Z,2026-05-05T05:16:53Z
ad-fld-001075,ad-frm-000415,West 160,active,false,53.9,4c4794d2-b35b-441e-9878-c09e42b4fac3,2025-01-14T20:30:01Z,2025-02-28T09:30:54Z
ad-fld-000960,ad-frm-000376,Bench Field,active,false,96.8,,2026-04-23T19:24:23Z,
ad-fld-000358,ad-frm-000145,Windmill Field,active,false,12.1,a2284048-c8bd-4156-afd1-72e8fe8d861f,2025-09-24T14:21:31Z,
ad-fld-000448,ad-frm-000181,South 40,active,false,,9ae109c0-1bb7-4667-9c00-b09b77f03ee5,2026-01-14T10:16:24Z,
ad-fld-000088,ad-frm-000035,Highway Field,active,false,,f1b5db55-be96-4224-bf56-28845e3e6653,2025-08-06T15:36:47Z,
ad-fld-000687,ad-frm-000276,West 160,active,false,108.7,63eb9b45-22f1-41d3-8f84-f7c967a9fa8c,2025-01-13T10:07:36Z,2026-03-21T10:55:38Z
ad-fld-000066,ad-frm-000026,Pivot 2,active,false,102.0,5c0d4401-c30b-4553-8440-230765de5b46,2026-04-21T15:36:13Z,2026-05-23T00:19:55Z
ad-fld-000690,ad-frm-000278,Old Orchard,active,false,,8921b575-f17b-4842-ab39-7895401ef52f,2025-08-07T19:57:53Z,2025-11-24T19:21:23Z
ad-fld-000185,ad-frm-000075,Windmill Field,active,false,76.8,7054abd7-51ed-4c55-8cdf-c8135fd61ace,2026-03-05T07:43:10Z,
ad-fld-001291,ad-frm-000502,Big Field,inactive,false,73.6,30bf69d5-af38-44f0-9581-5bc2a129cb64,2025-11-12T20:43:31Z,2026-05-25T11:19:30Z
ad-fld-001260,ad-frm-000487,Fence Line 60,archived,false,121.0,2a0e1e15-4bda-42eb-8126-e45a2569e0b1,2026-03-03T08:43:40Z,
ad-fld-000269,ad-frm-000107,Corner Piece,active,false,10.7,f73067f3-fd85-49ed-a360-bb88ae8d1ff7,2025-04-24T11:09:25Z,2026-06-30T01:38:25Z
ad-fld-000992,ad-frm-000388,Back 40,active,false,34.6,8959dfd0-321f-417c-8373-371b4f448cce,2026-03-02T17:16:28Z,
ad-fld-001011,ad-frm-000393,Gravel Pit Field,active,false,,5c3aa55c-967b-44e8-aebd-e166d143b349,2025-11-12T13:43:46Z,2026-01-21T02:05:15Z
ad-fld-000863,ad-frm-000344,Fence Line 60,active,false,,b4b20f11-9115-478e-a5b1-c22c448a9e94,2026-04-23T06:04:56Z,2026-06-05T01:04:23Z
ad-fld-000202,ad-frm-000080,Creek Field,active,false,119.8,ea3c02c1-ba39-44e4-8673-d599f85e219d,2025-06-10T20:06:58Z,
ad-fld-000335,ad-frm-000135,Bench Field,active,false,9.4,bfca282e-650a-48ad-8299-8fac3520f6ab,2025-01-14T10:35:08Z,
ad-fld-000707,ad-frm-000284,Bench Field,active,false,,67fc611f-2c7a-4cc9-bc38-7fe426c99aaf,2026-04-23T08:49:30Z,2026-05-07T15:08:25Z
ad-fld-001241,ad-frm-000478,Triangle,inactive,false,23.7,1fe574b2-045f-425c-9854-63789d6ab3b5,2025-06-11T02:11:49Z,
ad-fld-001131,ad-frm-000432,Schoolhouse Field,active,false,16.0,5b6e9ebf-d1c4-4f3e-ac1a-a5f11f88633a,2025-06-09T20:23:05Z,2025-12-10T21:39:52Z
ad-fld-001187,ad-frm-000448,Old Orchard,active,false,124.6,8af437af-8fad-4bee-9b27-16b57b017495,2024-10-05T23:01:37Z,2026-02-10T22:38:54Z
ad-fld-000948,ad-frm-000373,Creek Field,active,false,64.0,4b262641-706e-49ab-9bc6-838eb45c919d,2025-04-24T07:15:21Z,2026-02-23T10:03:42Z
ad-fld-000984,ad-frm-000384,Flat 120,active,false,47.6,f62bd245-f443-49e7-8e27-28ab0e83b9b1,2026-04-23T08:00:21Z,
ad-fld-000419,ad-frm-000169,Sandy Knoll,active,false,52.5,5fc2e231-83b6-40b0-9db1-c3f1a3c31ce5,2026-03-04T13:33:53Z,
ad-fld-000727,ad-frm-000292,Bench Field,active,false,6.2,43657bc7-20a1-41c1-807f-5328dcf52cc4,2026-03-05T14:48:44Z,2026-06-25T06:50:19Z
ad-fld-000932,ad-frm-000368,South 40,active,false,13.6,198655ad-530f-4edb-9453-6a4a312e1bd8,2025-11-12T09:33:29Z,
ad-fld-000592,ad-frm-000238,Schoolhouse Field,active,false,43.8,4ff2a564-7fe0-4763-87b3-d5ef8f532ab0,2025-01-15T15:07:37Z,2025-05-24T00:13:47Z
ad-fld-000192,ad-frm-000077,South 40,active,false,23.5,62534f0a-1315-4e04-af64-e4474d96afb4,2026-04-22T15:24:19Z,2026-05-26T03:25:03Z
ad-fld-001309,ad-frm-000511,Bench Field,inactive,false,26.8,9415b51b-5d70-4623-8952-5dd67fe3279e,2024-11-14T13:17:23Z,
ad-fld-000512,ad-frm-000208,Home Field,active,false,128.5,6ff091f8-b2d6-42d1-ad1c-3d9aef6656bc,2026-04-22T08:16:33Z,
ad-fld-000314,ad-frm-000126,Schoolhouse Field,active,false,118.0,4b636dd1-a25a-4bea-9c66-9d9b032aa3b9,2026-03-05T16:50:31Z,
ad-fld-000674,ad-frm-000273,Rock Pile,active,false,7.4,2730bab6-556d-4820-894b-5b23c79c20f2,2025-11-13T00:29:00Z,
ad-fld-000427,ad-frm-000171,Pivot 1,active,false,11.8,6e8649d5-f6ed-4f0a-88ec-41a3a90ff015,2026-03-03T19:22:12Z,
ad-fld-000476,ad-frm-000192,Highway Field,active,false,16.0,c9f2772a-fcdf-43d0-9b61-084669625949,2026-04-23T10:59:26Z,
ad-fld-000997,ad-frm-000389,Schoolhouse Field,active,false,53.0,,2026-01-13T14:04:34Z,
ad-fld-000711,ad-frm-000285,Long Strip,active,false,36.9,6477781d-6c25-4e45-9f1a-09d9f3158f6d,2026-01-13T19:38:58Z,2026-04-20T23:26:07Z
ad-fld-000528,ad-frm-000215,Creek Field,active,false,,a5357d5f-e84b-4dfa-8020-6cadd6069e42,2026-03-04T16:49:02Z,2026-05-05T05:56:51Z
ad-fld-001179,ad-frm-000446,Slough Field,active,false,95.7,93a18d02-b2c9-4fa0-913e-dfcea7643cc7,2024-10-08T00:39:47Z,2025-03-03T00:41:57Z
ad-fld-000085,ad-frm-000034,Dryland North,active,false,39.4,47231bd0-b9d4-4345-8032-14fcf97809d5,2025-09-22T11:02:31Z,2026-04-20T03:39:54Z
ad-fld-000380,ad-frm-000153,Corner Piece,active,false,63.9,55dcbd96-bea0-4c9f-81d9-e6b545310e1f,2025-06-12T08:06:46Z,2026-05-02T03:01:23Z
ad-fld-001326,ad-frm-000523,East Quarter,active,false,70.0,2b800c89-bf45-4e6c-8569-953a55ce0d6e,2026-03-05T18:59:56Z,
ad-fld-001072,ad-frm-000416,Gravel Pit Field,active,false,108.5,3e990622-743d-4765-b949-09f37019c6e3,2025-09-25T07:32:12Z,2026-03-15T06:20:40Z
ad-fld-001349,ad-frm-000532,Corner Piece,active,false,98.8,49bda5f7-c157-4062-ab7f-3fd71fefbf7f,2025-04-21T16:36:12Z,2026-06-26T12:47:58Z
ad-fld-000966,ad-frm-000379,Pivot 3,active,false,86.9,3cac3588-ca12-4c56-ad8d-cc0cf3837fed,2026-03-05T12:17:08Z,2026-06-11T17:02:50Z
ad-fld-001108,ad-frm-000425,Home Field,active,false,107.1,84e9b7bc-6ecb-4e4f-95e7-0673df348270,2026-03-05T07:31:00Z,2026-05-06T20:34:56Z
ad-fld-000324,ad-frm-000128,Pivot 3,active,false,41.6,26f78dc9-53e6-4fe2-b958-8d9dbfc5680f,2026-01-15T07:28:36Z,2026-04-03T12:51:42Z
ad-fld-000109,ad-frm-000043,West 160,active,false,61.9,fe015c3b-8212-47ce-a9d2-5eb53db69680,2025-09-25T19:51:09Z,2025-12-03T05:51:54Z
ad-fld-000484,ad-frm-000196,Flat 120,active,false,91.3,e6e64c31-88d2-497a-bf67-17c6adb21ad4,2024-10-08T16:43:51Z,
ad-fld-001138,ad-frm-000434,Triangle,active,false,76.5,cc19c4ba-e120-45c8-9d48-60c0658c4593,2025-04-23T11:57:33Z,2026-02-14T16:22:54Z
ad-fld-000741,ad-frm-000298,Dryland North,active,false,117.9,007c5c30-9fbb-4c87-a548-a368ec15bc7c,2025-11-13T08:58:40Z,
ad-fld-000438,ad-frm-000177,Sandy Knoll,active,false,72.9,5e799b01-89ab-46cb-bd4b-722d4de280c5,2026-01-14T10:06:38Z,
ad-fld-000198,ad-frm-000081,Gravel Pit Field,active,false,63.1,38568f5c-ccf8-4d44-a707-5e9d5ad057ae,2025-06-12T13:03:17Z,2025-07-02T17:33:28Z
ad-fld-000802,ad-frm-000320,Big Field,active,false,,211ff502-3230-484a-beb2-ebbf55992b31,2025-08-07T17:28:11Z,
ad-fld-001046,ad-frm-000405,Pivot 2,active,false,129.9,4bb61452-643a-4ce6-b364-750da328cc59,2026-01-14T12:06:40Z,
ad-fld-000152,ad-frm-000062,Sandy Knoll,active,false,118.4,533b5f66-4e42-4a7d-871a-bf3e8924ac51,2026-03-05T06:01:23Z,
ad-fld-001229,ad-frm-000472,Slough Field,active,true,102.0,831508f2-1e44-48b7-9dc7-ad7a481ae394,2026-03-03T18:22:00Z,2026-04-07T21:51:15Z
ad-fld-000781,ad-frm-000312,South 40,active,false,20.6,6d0f2400-bce6-442b-ab11-9feaf199e5a7,2025-01-15T12:55:38Z,
ad-fld-000235,ad-frm-000094,Slough Field,active,false,,063b3cf4-d657-4776-984e-73f2c7ac6433,2026-01-15T16:43:24Z,
ad-fld-000520,ad-frm-000211,Highway Field,active,false,85.9,31f563a1-796d-4907-870e-2ef63672c1e8,2026-01-15T17:21:02Z,
ad-fld-000759,ad-frm-000305,Old Orchard,active,false,36.1,fca0a170-81f0-45ba-b39c-e4dffcadc918,2026-03-05T09:52:20Z,
ad-fld-000641,ad-frm-000259,Dryland South,active,false,18.7,1140af60-6d0a-4bdf-b6bb-1af9414f4824,2025-06-11T06:29:49Z,
ad-fld-001115,ad-frm-000427,Windmill Field,active,false,85.4,8e89678b-286d-4158-b242-7d8ec891d163,2025-08-05T19:55:17Z,
ad-fld-000045,ad-frm-000019,Corner Piece,active,false,,3f58c4de-5d6a-4c78-afb7-04e779ad02c8,2026-04-22T11:25:52Z,
ad-fld-000230,ad-frm-000090,Triangle,active,false,31.2,edcc9a11-0149-4b1b-8313-388f492fbc08,2026-03-03T15:44:28Z,2026-06-27T01:29:26Z
ad-fld-000548,ad-frm-000225,Rock Pile,active,false,37.7,1bccb03a-87a3-476c-92e7-2637482b7831,2026-01-15T20:52:59Z,
ad-fld-001219,ad-frm-000468,Bench Field,active,true,85.8,50f94695-a5b7-4504-bd0e-fa549914c5e7,2026-04-21T15:42:23Z,
ad-fld-000170,ad-frm-000069,Fence Line 60,active,false,,455e1eda-dfd7-4386-87fc-e0d6f56279d7,2025-04-23T14:40:26Z,2026-03-30T14:34:05Z
ad-fld-000828,ad-frm-000332,Corner Piece,active,false,19.5,9339fb85-8150-4e74-b7c1-9af4082902ff,2025-01-13T19:03:31Z,
ad-fld-001141,ad-frm-000434,Fence Line 60,active,false,83.8,9c30df09-3ad4-4bfa-b24f-0d1356bac5c5,2025-04-24T13:36:36Z,
ad-fld-000866,ad-frm-000343,Home Field,active,false,98.5,9f342b59-9bb6-487d-831a-6ce1df4bb29e,2026-01-14T12:02:22Z,2026-06-22T01:49:26Z
ad-fld-000899,ad-frm-000355,Dryland North,active,false,71.2,718ff9b1-9e61-4417-9505-bad95af6915a,2025-11-13T06:04:35Z,2026-05-21T13:45:38Z
ad-fld-000226,ad-frm-000088,Gravel Pit Field,active,false,88.4,4cf54751-3531-49e3-b2b5-522aa81ada23,2026-03-03T09:31:34Z,
