FARM_ID,PARTNER_ID,FARM_DESC,LAND1,REGIO,ZZSTAT,LOEVM,ZZEID,ERDAT
0002000602,0001000355,STEINER LAKE GROUND,US,NE,02,,DAC9B6CF-1B94-4AE9-A6D6-1D1ADC92EE82,2024-11-25
0002000135,0001000075,DUVAL OLD SECTION,US,IN,02,,DDDC250D-AE90-40E0-AE82-2A846D130669,2012-06-19
0002000191,0001000106,CALLAHAN VALLEY GROUND,US,IL,02,,5DB0ACCF-9580-4B28-AEAD-D397F3DAFAE9,2009-12-29
0002000603,0001000356,BERGSTROM EAST PLACE,CA,SK,02,,D985C27A-E5CC-4C95-A89E-A3E5F6B2815C,2024-08-16
0002000244,0001000134,THOMPSON RIDGE GROUND,US,WI,02,,6E3DCBC2-5200-43F1-BE29-80C02D395124,2020-09-10
0002000074,0001000041,REYES EAST GROUND,US,KS,02,,29EF663D-8645-4A88-AA79-71377BA65507,2009-08-24
0002000658,0001000411,MARSH CREEK QUARTER,US,ND,02,,FE112C50-6084-45AF-8DBB-F37917727565,2022-02-14
0002000208,0001000116,YODER EAST SECTION,US,IN,02,,3C11C35D-262C-429A-9B65-5675753C9C59,2024-03-13
0002000153,0001000085,RASMUSSEN OLD RANCH,US,ND,02,,54FBB6A1-C444-4AFB-AF7C-3707B62DCEC6,2020-08-20
0002000050,0001000027,RASMUSSEN CREEK HOMESTEAD,US,MO,02,,EE071D23-0CB4-4299-B0EE-0BB027B437CF,2012-06-11
0002000488,0001000269,BRENNER HOME HOMESTEAD,US,NE,02,,1AD9085A-7416-4DD5-91C0-F37514FE7CB7,2017-12-31
0002000499,0001000274,MERRIWEATHER OLD QUARTER,US,NE,02,,5669F985-FFC5-4218-BE0F-EBDFAC3169D2,2011-02-10
0002000692,0001000445,GIRARD PRAIRIE HOMESTEAD,CA,AB,02,,051E7343-46EF-4AE9-95FB-8DFF57A0C0A8,2013-10-09
0002000596,0001000349,BRENNER EAST FARM,BR,MT,02,,52731613-46B5-4ADA-B8BC-F43A7442E1ED,2021-06-18
0002000670,0001000423,DUVAL UPPER HOMESTEAD,US,OH,02,X,8F439885-8A10-4DD1-8C44-4E36481FB9E7,2013-03-30
0002000077,0001000042,JABLONSKI LOWER SECTION,US,SD,02,,F3816EF3-A2DE-43A4-93A5-10C61C7D71BE,2013-04-10
0002000031,0001000016,XIONG CREEK SECTION,CA,AB,02,,DD38BF45-1E3B-406C-B370-FD1A47D9FFD2,2020-08-17
0002000660,0001000413,XIONG VALLEY QUARTER,US,MN,02,,E7C82B90-31C7-42DF-AE3B-1013597028FC,2019-03-28
0002000562,0001000325,ASHWORTH WEST PLACE,BR,PR,02,,8DEB196C-3B80-4B0F-AA9A-527C6A54204E,2018-04-13
0002000516,0001000282,KOWALSKI UPPER HOMESTEAD,CA,AB,02,,8A19DDE8-49C1-4A35-BC93-A5B46C6C894F,2021-01-13
0002000196,0001000109,RASMUSSEN NEW FARM,US,MN,02,,65898759-5A3F-4838-B04A-13AB40D26E84,2014-01-17
0002000459,0001000253,OBERLIN NEW SECTION,US,WI,02,,B930A26C-C3BC-469B-9D62-3B220E138217,2022-05-12
0002000259,0001000144,THOMPSON NEW FARM,US,MO,02,,D3A0E2C1-3555-486C-B2C1-397965BD78B4,2019-04-27
0002000463,0001000255,ALBRECHT RIDGE FARM,CA,MB,02,,28E7C856-DEAA-43D8-9D3D-D92B7549388A,2015-09-13
0002000545,0001000310,IVANOV HILLTOP GROUND,CA,MB,02,,25E2FE16-EE08-4DA0-AC99-88115CE2B765,2015-04-20
0002000535,0001000300,FALKNER LOWER HOMESTEAD,CA,MB,02,,CB689FBA-BA17-4D42-A240-A4FC9A9C1D88,2014-06-26
0002000207,0001000115,DELACROIX CREEK PLACE,CA,MB,02,,7AFFE091-43D7-4914-8939-756CC3C5B832,2020-11-06
0002000593,0001000348,TOLLEFSON RIDGE GROUND,BR,MT,02,,A4DCDE0D-1D5D-4C45-916E-FB10196D68F1,2015-09-28
0002000482,0001000267,PRESCOTT LOWER RANCH,US,NE,02,,5586D5AD-6E25-4101-BA80-077173D55F7F,2014-03-14
0002000354,0001000198,BERGSTROM HOME SECTION,CA,SK,02,,13B0B884-8BE0-4B42-A6C0-9343DB5BE86C,2019-07-01
0002000514,0001000281,BRENNER PRAIRIE SECTION,US,KS,02,,830BBBBF-DF9D-4383-810E-D794D51088F6,2018-07-04
0002000691,0001000444,WHITAKER CREEK SECTION,US,IL,02,,A6BA3067-8A91-4547-A6C5-DEE2DCA78328,2014-11-18
0002000353,0001000197,YANCEY LAKE SECTION,US,ND,02,,6F5133FC-2C91-4645-9A27-A381CA94EA52,2021-03-28
0002000356,0001000198,BERGSTROM HILLTOP FARM,CA,SK,02,,0066553F-A320-44B3-9C46-BB92F409C1D7,2016-11-10
0002000485,0001000268,PRESCOTT PRAIRIE QUARTER,US,WI,02,,01BD149A-EE26-4928-864B-14F288151F26,2009-04-05
0002000395,0001000219,KOWALSKI PRAIRIE GROUND,US,IN,02,,18891EF0-9BD5-40B8-AB4F-08D8F124F1BE,2013-01-11
0002000105,0001000057,XIONG NORTH FARM,US,OH,02,,627E4688-7462-4E8B-AEEF-DED9C39E2207,2013-01-12
0002000661,0001000414,MARSH UPPER RANCH,US,SD,02,,A0CDA162-99B8-4848-A600-913A863DCCDF,2014-06-20
0002000586,0001000343,NORDIN LAKE QUARTER,BR,RS,02,,226D9D3C-63F4-492D-89E8-818A41276DEA,2015-08-30
0002000449,0001000247,UNDERHILL CREEK GROUND,US,MN,02,,D98B7DB0-EA97-4ABE-AD29-77B78F1E57F8,2013-10-23
0002000620,0001000373,STEINER NORTH FARM,US,OH,02,,D2381425-B0BF-4AC4-8867-E340D42786D8,2016-05-03
0002000571,0001000331,NOVAK EAST FARM,BR,PR,02,,7962E846-2240-4DD8-B6C1-DCB57858076A,2009-06-15
0002000219,0001000120,DELACROIX NORTH SECTION,US,MN,02,,7D29F350-66A1-4A7F-BA4A-B67A9E6C1AD1,2009-05-13
0002000352,0001000197,YANCEY VALLEY GROUND,US,ND,02,,B0650A5D-1C2B-4954-B5B2-1938D3E4E5EC,2018-02-25
0002000607,0001000360,ZIEGLER UPPER RANCH,US,KS,02,,CC079701-09CD-46A9-885D-925A8C3860A0,2022-06-28
0002000174,0001000096,ZIEGLER HILLTOP HOMESTEAD,US,KS,02,,8FB1E8FE-7541-4309-B355-94A2F2525A66,2020-11-20
0002000125,0001000069,VANDERMEER EAST FARM,US,NE,02,,D1C6D337-CEDB-4183-81B8-50833A9E8E0A,2012-12-27
0002000033,0001000017,PEMBERTON NEW HOMESTEAD,US,IN,02,,3399E4A0-052B-4F31-B152-D7251208E7D7,2010-10-07
0002000654,0001000407,CALLAHAN HILLTOP HOMESTEAD,CA,MB,02,,0404AA13-60F8-4EB9-BA21-A5E7EDEFCDBE,2011-12-28
0002000590,0001000346,YANCEY WEST SECTION,BR,RS,02,,4A95DAEC-527A-4166-87FB-9D4C9F6BCAC7,2018-07-15
0002000657,0001000410,MCALLISTER CREEK PLACE,CA,SK,02,,1A958698-B069-4EF6-B831-44924974B859,2015-02-18
0002000506,0001000277,ALBRECHT OLD HOMESTEAD,US,ND,02,,4B71BCC6-E7D3-414C-A75D-754E94E2EDF8,2013-08-11
0002000558,0001000323,PRESCOTT LAKE FARM,CA,AB,02,,DEF90A17-48B7-4399-9893-AD6A4B3609CD,2020-05-15
0002000324,0001000180,CASTELLANO NEW FARM,US,SD,02,,DD7A0AF1-1B06-4D0E-9749-3C12E5F25972,2023-02-22
0002000223,0001000122,KERRIGAN LAKE SECTION,US,OH,02,,AE3A40D0-E6B4-442A-AFA1-36D79840222F,2024-01-27
0002000370,0001000205,WINTERS RIDGE SECTION,US,SD,02,,B3B2A346-3CDD-4096-BD28-862785130AD5,2010-04-01
0002000240,0001000131,ALBRECHT LOWER FARM,US,IL,02,,5BDF6009-5274-4D00-B415-93A17BDF45CC,2010-10-07
0002000484,0001000267,PRESCOTT VALLEY RANCH,US,NE,02,,208F609F-27AC-4C07-9887-21FB6E81327D,2015-09-29
0002000525,0001000290,REYES HOME PLACE,US,IN,02,,1F42C302-6030-4110-A4AD-E4BA822EF8F9,2012-05-06
0002000340,0001000191,CASTELLANO PRAIRIE RANCH,US,OH,02,,25E93C7A-6C57-4C17-B926-AC783A6227B7,2010-12-04
0002000521,0001000286,OKAFOR EAST FARM,US,MN,02,,E2281DBA-4DC9-4A29-866D-E7F15B20E553,2022-11-25
0002000279,0001000156,UNDERHILL WEST GROUND,US,IA,02,,FD72305F-0E20-44D8-88CD-7C553A5557AD,2021-06-11
0002000388,0001000215,STEINER OLD GROUND,CA,ON,02,,16D3AAD7-6F25-4AEC-B738-3CE8262C1571,2016-11-29
0002000004,0001000002,DUVAL NORTH SECTION,CA,SK,02,,75426A0B-29CF-4D23-9029-531395B0CFDF,2015-11-02
0002000144,0001000079,GIRARD VALLEY FARM,US,KS,02,,169F872B-F106-479C-BEC1-9B3FA2129101,2010-12-03
0002000054,0001000029,OKAFOR LOWER FARM,US,IL,02,,551B84BC-B5C6-4C87-BE07-70203231788B,2022-12-05
0002000680,0001000433,EASTMAN UPPER FARM,US,SD,03,,0B6A2806-1F2F-4BFE-9C6E-848512D1C255,2023-03-08
0002000486,0001000268,PRESCOTT NEW HOMESTEAD,US,WI,02,,FE964341-C91D-4B99-819E-697052D5F185,2021-08-22
0002000704,0001000457,FERREIRA NEW FARM,US,IN,02,,87023AFE-2BA2-45BE-953E-3017B97D7231,2015-10-01
0002000343,0001000193,FALKNER VALLEY FARM,CA,SK,02,,12500E25-12AF-4E68-9DC4-5745970C37FE,2019-05-02
0002000220,0001000121,BERGSTROM HOME GROUND,CA,SK,02,,2DF4CF18-7A23-44B7-BD62-57A99917A585,2020-03-07
0002000450,0001000248,JABLONSKI SOUTH SECTION,US,ND,02,,E6A2A6A8-224C-4D45-BE35-D24111D1FA48,2014-01-31
0002000300,0001000167,TOLLEFSON VALLEY FARM,US,KS,02,,E1033428-F377-4505-BA67-C1018FFC8E1B,2022-05-01
0002000627,0001000380,FERREIRA VALLEY FARM,CA,MB,02,,1F04281B-BE9A-4E52-B190-EC88A90AAF5D,2018-09-06
0002000576,0001000336,LINDQVIST NORTH HOMESTEAD,BR,GO,02,,B63AB4FF-2E5D-438F-BEBB-05B4378F7753,2024-11-25
0002000696,0001000449,IVERSON RIDGE FARM,CA,ON,02,,A0A90D7D-C9A4-43B5-83CE-152BAAD693D9,2014-03-29
0002000556,0001000321,CASTELLANO EAST PLACE,CA,MB,02,,C12AA6C9-91F2-45F5-A4D9-D80391D90F2F,2018-12-15
0002000018,0001000008,DRUMMOND LOWER PLACE,US,KS,02,,B55EF052-7A0F-4321-86A6-74DBF843AB7C,2024-09-06
0002000046,0001000024,OKAFOR WEST RANCH,US,ND,02,,682E5EA5-90EC-4538-8FB1-5877230402FC,2023-02-07
0002000212,0001000117,PRESCOTT NEW QUARTER,US,KS,02,,60CF1284-9740-4DD1-A359-05059737C657,2024-05-12
0002000278,0001000155,BRENNER LOWER RANCH,US,ND,02,,4D22AC5F-CAF9-4958-BCF0-0B4C4E7B4F3A,2018-01-29
0002000305,0001000170,EASTMAN CREEK HOMESTEAD,US,ND,02,,4BDC542F-6350-4CDF-A499-978AF5DA5998,2020-09-28
0002000346,0001000194,VANDERMEER NEW HOMESTEAD,CA,MB,02,,9E7941E8-6EC0-4D34-BFF1-F761FF94DCB1,2009-02-07
0002000206,0001000115,DELACROIX VALLEY SECTION,CA,MB,02,,235C4824-B624-404E-8C98-20E53C40D4C7,2022-08-03
0002000232,0001000126,BAXTER HOME RANCH,US,MO,02,,5F83620C-131F-4D31-BB54-568424B77FCC,2015-03-09
0002000185,0001000103,IVANOV VALLEY FARM,CA,SK,02,,F0B763A3-720C-41C3-8C60-FCE94E8E5D04,2018-06-07
0002000319,0001000177,ZIEGLER HOME GROUND,US,NE,02,,976EA2E1-BF3D-40C6-9BB4-71513BF13DE0,2017-09-18
0002000016,0001000008,DRUMMOND EAST GROUND,US,KS,02,,8F21BAA1-8569-4FBA-B2D9-2FB8AA0E897D,2015-01-15
0002000226,0001000123,DUVAL LAKE SECTION,CA,SK,02,,E1097045-E3EC-4B29-BE50-74052DB9E95E,2017-04-14
0002000281,0001000157,THOMPSON LAKE RANCH,US,MN,02,,FBA2A018-EAF5-4C84-88DA-F59BCDA666F0,2016-02-09
0002000272,0001000151,CRENSHAW RIVER QUARTER,US,NE,02,,52731CC3-8ADF-4FE7-82DA-6D1A1EBC5FA2,2010-12-22
0002000030,0001000015,FALKNER LAKE RANCH,US,SD,02,,D111F3BC-356C-4502-A441-FCA54E4BE70B,2010-11-04
0002000475,0001000261,FERREIRA UPPER FARM,US,ND,02,,9A97C940-D419-4719-8F85-F3A5877335E7,2011-06-11
0002000186,0001000103,IVANOV OLD RANCH,CA,SK,02,,A7CEF302-5610-4424-9798-0CEAB1C52C6C,2018-09-24
0002000662,0001000415,YANCEY RIDGE GROUND,US,ND,02,,4D0F6CE6-A207-42CE-BC09-FCEBDDE6C485,2011-03-27
0002000520,0001000285,HOLLOWAY VALLEY HOMESTEAD,US,NE,02,,6528AB2A-03E1-486E-B43B-D8525AE2D535,2010-03-30
0002000610,0001000363,LOCKHART OLD HOMESTEAD,US,ND,02,,60AAF7EC-8AC5-458E-8E40-AFBFD184C761,2017-10-02
0002000261,0001000145,WHITAKER HOME PLACE,US,IN,02,,35E8C0A7-AAB9-443E-A88C-7C1A835B9F10,2015-09-28
0002000193,0001000108,DIETRICH NORTH SECTION,US,IL,02,,82B2DD18-A2CD-4CD6-899C-A6B3930B7753,2019-11-04
0002000407,0001000226,DUVAL OLD PLACE,CA,ON,02,,306F62D1-B1C3-44B8-99FE-88CAE97D9D0A,2010-07-30
0002000048,0001000025,HUMMEL CREEK QUARTER,CA,MB,02,,702AD3A6-227C-4C34-B49F-81AE689C0B54,2021-12-24
0002000705,0001000458,MARSH HOME GROUND,US,IN,02,,4AC28902-05B5-431F-B1E9-924E84CCDC9D,2022-08-20
0002000331,0001000184,CRENSHAW LOWER PLACE,US,MO,02,,A5560A4C-8E54-4EFC-B6CD-363F54F950E1,2013-03-28
0002000625,0001000378,BOUDREAU LAKE SECTION,US,MO,02,,590F256E-D6AB-41B1-AFC7-5AD3E4F64EA9,2010-05-14
0002000374,0001000207,FALKNER RIDGE FARM,CA,MB,02,,33DFF86B-9083-495E-B9F4-4724FDE1F5D1,2022-06-17
0002000462,0001000255,ALBRECHT VALLEY FARM,CA,MB,02,,5348822F-DD0C-45E0-A0AD-7913E4B0FBAF,2023-08-29
0002000487,0001000268,PRESCOTT RIDGE QUARTER,US,WI,02,,A26D9A12-094F-4E2A-B7D1-BF70CAA417F4,2013-03-16
0002000084,0001000046,QUANDT HOME SECTION,US,MN,02,,37D69322-1B8D-47F0-B64B-D73FE48E2233,2016-03-12
0002000613,0001000366,LINDQVIST NEW FARM,US,SD,02,,11CAE81B-DD72-4D60-8E0C-297DFB0D5069,2024-01-19
0002000113,0001000063,BRENNER CREEK FARM,US,SD,02,,4174168A-DDEC-43AF-9935-7550D59470D0,2019-05-07
0002000550,0001000315,QUANDT NEW SECTION,US,NE,02,,155E53CD-9F27-404A-B3A0-95355F37F285,2020-05-13
0002000267,0001000148,ASHWORTH NEW QUARTER,US,ND,02,,0801C52F-CBB3-4D81-9102-CBD5A80EF873,2023-06-01
0002000254,0001000140,ALBRECHT UPPER FARM,US,IA,02,,867764F1-8F5F-4AC2-A681-F8A60629B50C,2024-03-26
0002000597,0001000350,VANDERMEER SOUTH HOMESTEAD,BR,MT,02,,1E601483-3214-4915-88F0-21C9787CD5FB,2014-12-27
0002000666,0001000419,HARTLEY LAKE HOMESTEAD,US,IL,02,,79BF2B90-19D7-4F27-AC25-2FF9F6A411A7,2019-12-30
0002000160,0001000089,DIETRICH OLD GROUND,US,WI,02,,87F119FB-53D9-42E5-A46D-98F646609867,2016-10-18
0002000534,0001000299,HUMMEL HILLTOP HOMESTEAD,US,IA,02,,48C85BBF-3B46-41BB-9A01-7340785FCDB7,2018-01-15
0002000445,0001000246,TOLLEFSON OLD PLACE,US,IL,02,,8B727CA4-F85A-41D2-B471-4FC43CD4C2EF,2022-10-26
0002000138,0001000077,KOWALSKI SOUTH QUARTER,CA,MB,02,,A2BBB5D6-DCAE-455F-873C-164D833AA3DE,2016-01-22
0002000246,0001000135,ASHWORTH RIVER GROUND,CA,ON,02,,E13D03C3-F7D4-492B-9F4F-B0FDF31BA095,2014-09-03
0002000532,0001000297,ASHWORTH VALLEY SECTION,US,IN,02,,D52CA072-DD9F-4059-BC76-8DA048E839A3,2013-04-16
0002000609,0001000362,TOLLEFSON LAKE QUARTER,US,OH,02,,5AA60B3B-71DE-4763-9B45-4569755D9464,2021-05-07
0002000078,0001000043,HOLLOWAY CREEK FARM,US,OH,02,,A9C7450C-0AD2-4651-A065-F16C6E7538BF,2024-01-29
0002000381,0001000211,LINDQVIST LOWER GROUND,CA,MB,02,,1E1CC279-75F6-4553-BDBA-CD63AD69FE0F,2016-11-09
0002000325,0001000180,CASTELLANO LAKE QUARTER,US,SD,02,,ECB4C888-DB27-4B1F-89AF-C0D9B0E88B4D,2014-10-30
0002000437,0001000242,VANDERMEER PRAIRIE FARM,US,IL,02,,986AE4DB-D0CD-4626-90A3-EC4BFF241FD8,2023-04-25
0002000442,0001000245,OBERLIN OLD FARM,US,NE,02,,91D4E575-28E0-44E0-B501-9FDA0D590826,2015-12-12
0002000637,0001000390,MERRIWEATHER SOUTH QUARTER,US,IL,03,,9F33615D-78C0-41FC-A3E6-C1F23F729F5C,2017-07-28
0002000384,0001000212,PRESCOTT CREEK RANCH,US,NE,02,,D1C3B8C7-E5C1-4FC1-9A55-7BBA0281146A,2014-02-10
0002000694,0001000447,DELACROIX LAKE HOMESTEAD,US,MN,02,,47ED85B2-A605-4775-A0E5-229CE5E9F7DF,2011-09-20
0002000112,0001000062,MARSH RIVER HOMESTEAD,US,ND,02,,3A684639-29D0-4BF1-AFEF-B3B70D3D3FDD,2009-11-28
0002000669,0001000422,THOMPSON NORTH QUARTER,CA,SK,02,X,D2888945-7ACF-44F0-956E-044CB6BF7F75,2019-07-25
0002000413,0001000230,REYES OLD SECTION,US,OH,02,,BF5CC72D-BC59-4387-B04B-BE5B4BFBE324,2023-07-11
0002000500,0001000275,DELACROIX NEW HOMESTEAD,US,WI,02,,178A3008-C769-4C85-8C5C-23970D1645F2,2022-11-20
0002000064,0001000035,XIONG VALLEY PLACE,US,MO,02,,5A4A89D3-B124-4713-8945-192897444350,2009-11-28
0002000542,0001000307,HARTLEY NORTH QUARTER,US,IL,02,,2F6344AD-FF11-4620-96FA-E3CF65636928,2021-05-17
0002000242,0001000133,UNDERHILL NORTH RANCH,US,KS,02,,387C3986-4E71-427A-B54D-AFC05315B417,2020-10-25
0002000422,0001000235,HARTLEY WEST QUARTER,US,WI,02,,D468D232-7771-49D3-A220-92E53AC33CFA,2016-03-26
0002000651,0001000404,MERRIWEATHER LAKE HOMESTEAD,US,WI,03,,982C8126-4950-4659-A586-C7C0EF51B70F,2022-04-03
0002000243,0001000134,THOMPSON HILLTOP HOMESTEAD,US,WI,02,,ED9D8F1E-8900-403E-AA26-9E01B8A51711,2020-08-21
0002000297,0001000165,STEINER NORTH PLACE,US,KS,02,,D9328C9B-A0CA-41BA-A1DF-C2A419AAB14F,2017-12-23
0002000194,0001000108,DIETRICH PRAIRIE GROUND,US,IL,02,,3021AFDF-07D8-45EC-AEFF-797552DB9BCA,2019-04-05
