FARM_ID,PARTNER_ID,FARM_DESC,LAND1,REGIO,ZZSTAT,LOEVM,ZZEID,ERDAT
0002000267,0001000142,DIETRICH WEST PLACE,US,ND,02,,E8DD3339-969A-4072-8091-8C5BA4DB92E1,2020-07-19
0002000089,0001000049,MARSH VALLEY RANCH,CA,MB,02,,9205E804-C1B2-49B9-B932-3BD976F51067,2020-12-06
0002000477,0001000261,XIONG NORTH PLACE,US,MN,02,,37610786-3D20-4684-B385-9E5B75E07521,2011-10-10
0002000292,0001000155,NORDIN HILLTOP GROUND,CA,MB,02,,77BCEE12-0922-4857-B851-D88104BC9510,2021-10-10
0002000219,0001000118,IVANOV PRAIRIE GROUND,US,MN,02,,63B8A670-FB15-47BA-BE67-2A09A8772603,2017-01-25
0002000247,0001000133,PEMBERTON EAST QUARTER,US,MO,02,,9DDB644F-2BD2-43E1-B7E8-58BF0BD69EFC,2011-12-16
0002000008,0001000006,HUMMEL SOUTH GROUND,CA,MB,02,,A6D80F79-957B-4511-81BA-6C61F1253FBD,2019-07-19
0002000486,0001000270,BAXTER SOUTH SECTION,CA,MB,02,,87C8CDDB-008E-40C1-A249-1B9D30473424,2010-06-19
0002000362,0001000193,DUVAL CREEK GROUND,CA,MB,02,,F0019CE6-AFC0-4475-B279-F0E62595D380,2015-07-21
0002000586,0001000357,HUMMEL RIVER RANCH,CA,MB,03,,DB16A9D1-A3F7-4B33-A7C9-D5F5A65DC2FC,2012-09-22
0002000452,0001000243,FALKNER WEST HOMESTEAD,US,IL,02,,ECD71FAC-D9E8-4873-970E-4D969B0623EE,2011-04-17
0002000096,0001000053,TOLLEFSON NEW SECTION,US,WI,02,,389E931C-751A-4C4E-9035-65AEBF50B04B,2018-11-24
0002000082,0001000046,WINTERS SOUTH SECTION,US,MN,02,,3652969B-B704-44AF-B492-F0889B66B0E2,2010-08-07
0002000152,0001000082,LOCKHART PRAIRIE HOMESTEAD,US,IN,02,,ECFBFB70-AF6F-46DC-B6F0-2A2FF93B76F9,2017-01-22
0002000035,0001000022,OKAFOR LOWER PLACE,US,IL,02,,F13B83CA-8C3B-46F6-9807-B5248AFC1AA5,2023-06-29
0002000026,0001000015,BERGSTROM OLD HOMESTEAD,US,MN,02,,0C3D09D9-B6DB-4FC2-86B0-B898F11D0D00,2021-12-01
0002000541,0001000315,LOCKHART NORTH RANCH,BR,GO,02,,DAB2CA7D-735A-4F50-AB2E-A8599BE31A2D,2017-01-18
0002000532,0001000309,CALLAHAN VALLEY SECTION,BR,MT,02,,9A0C895B-ECE3-4D64-88DF-4DE1EC46250B,2012-10-10
0002000165,0001000088,GIRARD EAST QUARTER,CA,SK,02,,5ACBFA19-68C8-4069-B51C-C5EFF9DE7406,2016-03-31
0002000444,0001000238,QUANDT VALLEY SECTION,US,MO,02,,ACCB9E3F-DDD5-49C9-A597-D47735AEDBC8,2021-11-14
0002000139,0001000075,BRENNER HOME HOMESTEAD,CA,SK,02,,03440BBE-8D68-4E33-967B-9ED7DF94FDEC,2014-01-06
0002000299,0001000157,STEINER CREEK GROUND,CA,AB,02,,8C34C96A-ABBC-4EBE-835D-FA9BF203626B,2019-01-08
0002000623,0001000394,BOUDREAU NORTH FARM,US,IA,02,X,18C79756-7D39-4BCC-ABBF-6A15F2C9CAAC,2012-12-14
0002000322,0001000171,STEINER PRAIRIE FARM,US,NE,02,,F84ED549-7A28-4706-B589-4A822A10C5C4,2024-09-24
0002000622,0001000393,MERRIWEATHER PRAIRIE FARM,US,IA,02,X,EBF1C89E-29B4-4C92-8980-3E4F9BA2377B,2017-08-10
0002000476,0001000260,STEINER HILLTOP FARM,CA,SK,02,,E4EB9F79-727D-420F-AA04-9A5B795C49D9,2022-04-17
0002000303,0001000160,RASMUSSEN RIDGE PLACE,US,MO,02,,FAFC6D29-7E3B-4FDA-89E1-ED9DFCE6DE3C,2023-07-24
0002000058,0001000034,DUVAL RIVER GROUND,US,MN,02,,8072512B-1AB0-413D-B5E8-213214223F4F,2018-07-03
0002000614,0001000385,HARTLEY PRAIRIE PLACE,US,IN,02,,C31CFF06-0104-4963-B6D5-8BE25ADBFBD2,2019-09-14
0002000315,0001000168,DRUMMOND RIVER QUARTER,US,MN,02,,66063C37-DAAC-40D0-8B31-1200BEFF05E5,2012-03-06
0002000153,0001000082,LOCKHART SOUTH SECTION,US,IN,02,,7AE7A2EB-9794-40B4-B805-DF62BE9724CB,2022-11-27
0002000543,0001000316,YODER SOUTH GROUND,BR,GO,02,,154C3033-50CC-4D41-81EF-ACB28C80EF11,2021-01-29
0002000101,0001000055,DIETRICH RIVER GROUND,US,OH,02,,703FA83B-4A15-4120-B50B-0260BFACCEA6,2013-11-26
0002000498,0001000282,MARSH HOME PLACE,US,NE,02,,745865F8-1890-4852-A8FC-9F1EDBE0AF19,2020-08-10
0002000466,0001000252,YODER UPPER QUARTER,CA,ON,02,,26CA86C9-9F58-4E8F-969E-C19D56E106FF,2014-07-24
0002000063,0001000036,BERGSTROM LAKE FARM,CA,ON,02,,60261DE3-FDF5-43F6-85EB-FEB9C4B624D9,2012-08-07
0002000077,0001000044,LOCKHART LAKE RANCH,CA,AB,02,,6F8E802A-CF0F-41DE-B2F3-B74B78CC75A3,2015-12-02
0002000608,0001000379,MERRIWEATHER NEW HOMESTEAD,US,IA,02,,B826585D-1C9D-4E1C-9AF7-796DC4732572,2013-03-24
0002000514,0001000297,NORDIN LOWER RANCH,BR,RS,02,,FFE59CBA-A1D6-41DC-8553-0CCD7317BA06,2010-01-15
0002000534,0001000310,NORDIN RIDGE PLACE,BR,RS,02,,693AFDBC-AA3C-4A00-8D06-4FF42D46F256,2011-11-21
0002000106,0001000059,DUVAL UPPER QUARTER,US,ND,02,,DBF6B58E-9520-46D6-A776-653948B1CC73,2014-06-08
0002000603,0001000374,LINDQVIST HOME FARM,US,IN,02,,E7A82DB5-47BB-4877-9A72-77E9B7E7E556,2009-02-10
0002000282,0001000150,JABLONSKI VALLEY SECTION,US,IN,02,,7FD8F1BA-4146-4543-988B-BA6E712AA9C4,2011-03-10
0002000433,0001000233,MERRIWEATHER HILLTOP GROUND,US,OH,02,,7934D169-8699-4779-BE4F-785D142AA182,2018-05-24
0002000160,0001000086,REYES EAST GROUND,US,SD,02,,6FE77668-17CA-45D0-924F-83CBF8814389,2018-06-08
0002000015,0001000010,IVERSON RIVER GROUND,US,NE,02,,9B487167-3618-48A2-9AFF-AEB313D4BE26,2016-08-20
0002000421,0001000226,HOLLOWAY VALLEY FARM,US,IL,02,,9E16E549-DC77-4359-AC74-30DE4033CBAE,2023-10-06
0002000633,0001000404,STEINER HOME FARM,CA,SK,02,,BDD53F87-97F7-495E-80AF-620C6AC27D3F,2013-02-23
0002000563,0001000334,UNDERHILL PRAIRIE FARM,US,SD,02,,7357FF3E-DC2C-42B7-8DC7-7D47E465D006,2022-10-25
0002000425,0001000228,ZIEGLER EAST RANCH,CA,ON,02,,836F165F-18C7-4283-AD5D-957CA517DC8E,2017-05-27
0002000424,0001000227,VANDERMEER LOWER QUARTER,US,ND,02,,1B096FD9-AB7C-4CE4-B54D-091C2E295557,2021-10-03
0002000069,0001000038,WHITAKER NORTH HOMESTEAD,US,OH,02,,868F9527-B7D5-4B9B-9380-B5D36548ECD6,2023-03-07
0002000131,0001000071,EASTMAN VALLEY HOMESTEAD,CA,MB,02,,5A6B4B92-C174-4EA5-8DE4-8EF0A3CC6B3C,2020-03-06
0002000456,0001000246,MCALLISTER OLD PLACE,CA,SK,02,,8B7E8458-ED4E-4904-9235-5B6BBDE99CA9,2023-07-11
0002000423,0001000226,HOLLOWAY NORTH QUARTER,US,IL,02,,7C467F00-474A-48AE-A769-8F58A53E75D0,2014-02-23
0002000275,0001000147,NOVAK SOUTH SECTION,US,MO,02,,9E2F7973-D99C-4E7D-A460-07868E080C64,2023-06-10
0002000573,0001000344,ASHWORTH HOME GROUND,US,NE,02,,E6A1C461-1F95-4122-A09B-49AF8922677F,2009-05-19
0002000402,0001000215,FALKNER CREEK HOMESTEAD,US,SD,02,,F4620697-754B-4DD4-A465-0C4A93A269C0,2009-10-18
0002000104,0001000057,REYES NORTH QUARTER,US,OH,02,,1E010411-09C0-4152-ABF1-AECCD17DD927,2012-11-16
0002000124,0001000067,FERREIRA LOWER RANCH,US,SD,02,,87EFFA49-7AE2-4284-AC1A-6ACC5CD89416,2009-12-13
0002000017,0001000011,KOWALSKI PRAIRIE PLACE,US,ND,02,,4456A691-003D-4268-AA03-D5471E8ACB81,2020-04-20
0002000384,0001000204,GIRARD PRAIRIE QUARTER,US,IL,02,,D3986E39-13EF-46F6-9C92-7C725F5B2732,2020-12-20
0002000163,0001000087,MARSH EAST SECTION,US,NE,02,,DBF33D39-328E-4582-9F10-59A3DB941177,2021-06-30
0002000471,0001000255,BOUDREAU OLD SECTION,US,MO,02,,811450FC-C5EB-46BE-A209-5DEE905AB4B5,2014-07-18
0002000171,0001000091,TOLLEFSON UPPER SECTION,CA,MB,02,,3B62067A-A0DA-4EF2-9B5A-281DE831B330,2012-06-21
0002000419,0001000225,IVERSON LOWER SECTION,CA,ON,02,,93EB2FAD-7F52-47C9-9688-7F91B30E685A,2022-01-30
0002000612,0001000383,KERRIGAN RIDGE GROUND,US,IN,02,,8116D128-B537-47B7-83DF-2C35610FB6AC,2014-02-14
0002000568,0001000339,BRENNER SOUTH SECTION,US,ND,02,,364BEDC2-4EC3-4C13-B2D1-64AB4254A85D,2014-06-20
0002000004,0001000004,ASHWORTH LOWER RANCH,US,ND,02,,A8FA86E5-D5AB-40EF-9456-8C1AFD099F94,2016-01-17
0002000632,0001000403,BOUDREAU PRAIRIE RANCH,CA,MB,02,,1E6F520F-13B7-40C3-B720-7FD6A6AB8EE0,2011-08-20
0002000556,0001000327,YODER SOUTH HOMESTEAD,US,SD,02,,6B336D71-E2DC-49D5-81D7-389AF3FDF053,2017-05-22
0002000649,0001000420,DIETRICH HILLTOP PLACE,US,MN,02,,390AFBEF-630B-4648-8A81-AF5358E52DF0,2023-09-06
0002000306,0001000161,PRESCOTT HILLTOP FARM,US,WI,02,,A5802297-0427-4A93-A300-B05297F2C8CB,2017-11-24
0002000038,0001000023,VANDERMEER HOME PLACE,CA,MB,02,,B0C05728-AAC9-4392-AA14-B3C70E7BD3E3,2022-07-02
0002000119,0001000064,DUVAL LAKE SECTION,US,WI,02,,AC653D55-5EE9-497D-A1F8-4493DBB80364,2022-10-23
0002000349,0001000186,CALLAHAN SOUTH PLACE,CA,ON,02,,31641CE1-94E2-4B39-947A-D0325900C208,2014-03-22
0002000071,0001000040,YANCEY LOWER HOMESTEAD,US,IA,02,,AD6E0961-F1F2-46E2-9A30-4F47B0B98D3B,2020-05-18
0002000140,0001000076,MCALLISTER RIDGE QUARTER,US,IA,02,,1F461703-2CF0-43A6-A701-CE426A01CC8A,2015-02-09
0002000151,0001000082,LOCKHART UPPER GROUND,US,IN,02,,B73304C0-1EF9-4696-9483-FA77C1E09B8C,2021-10-22
0002000521,0001000301,KOWALSKI UPPER HOMESTEAD,BR,MT,02,,2788E2F7-4668-4397-8948-02CE1302190F,2022-01-31
0002000613,0001000384,FERREIRA VALLEY QUARTER,US,OH,02,,99B0A89C-02D6-4D7C-843A-507C7A3394C1,2010-06-16
0002000392,0001000209,BRENNER HOME GROUND,US,ND,02,,E9079F59-421C-4C5F-9BED-59D3EC85E874,2014-08-09
0002000301,0001000159,REYES RIDGE SECTION,US,IA,02,,8AF88275-CEE3-4D95-9862-CCAC9A8EAC23,2013-07-08
0002000376,0001000200,UNDERHILL WEST GROUND,CA,MB,02,,B6222F46-F7A5-4A25-A422-6BCC947F4230,2019-07-28
0002000381,0001000202,CRENSHAW HILLTOP SECTION,US,MO,02,,D133D49F-F039-417D-9BAF-2266AD3D72C1,2017-12-31
0002000310,0001000164,HARTLEY UPPER RANCH,US,IA,02,,CBFFA57E-847F-43BE-B0AD-1FFD94F5981A,2010-01-07
0002000558,0001000329,EASTMAN RIVER PLACE,US,OH,02,,D14B65D6-46AB-49E7-B21B-A29F832E3951,2017-03-15
0002000228,0001000123,CALLAHAN LAKE QUARTER,US,IA,02,,B09F3488-28AE-4D2F-9F3F-3755AD3CFCC1,2018-05-31
0002000324,0001000172,CASTELLANO OLD SECTION,CA,ON,02,,D5CC2A06-1DBA-4A47-8248-4F1819605978,2021-05-25
0002000413,0001000222,VANDERMEER LOWER GROUND,US,WI,02,,3299C9FA-068F-41F4-8CEB-BF57A1A2EA69,2019-05-03
0002000323,0001000171,STEINER LOWER FARM,US,NE,02,,48D9B092-A7EE-45BE-BAE5-669EFB047A01,2018-04-30
0002000057,0001000034,DUVAL HOME FARM,US,MN,02,,44F1CFA9-16B3-41E4-9A2F-E50BA754F6B1,2013-11-24
0002000240,0001000128,HUMMEL HILLTOP HOMESTEAD,US,MN,02,,9E40CFB9-95E4-41F7-95F7-27DE402B627F,2009-08-26
0002000598,0001000369,FERREIRA RIDGE PLACE,US,NE,03,,A347AA2A-473B-49C1-9EC6-A2EBE09F16DF,2014-05-27
0002000527,0001000306,QUANDT LOWER FARM,BR,MT,02,,557F5387-4419-486D-951C-63704D42E3F8,2010-12-17
0002000347,0001000185,KOWALSKI OLD HOMESTEAD,CA,SK,02,,75F498E7-BB23-4D66-A076-BAE646468B9A,2024-04-07
0002000236,0001000127,WINTERS NEW QUARTER,US,ND,02,,ED8D5D4D-5AA0-41E3-8221-38997198CFD8,2023-02-14
0002000188,0001000099,BAXTER LAKE SECTION,CA,AB,02,,4A089CF4-561E-4189-81E3-F6A0F4A76BAD,2014-03-30
0002000431,0001000232,ALBRECHT UPPER GROUND,US,IL,02,,C3063487-FCC8-4F45-9770-9A9B1433CD96,2013-07-24
0002000268,0001000143,DELACROIX OLD GROUND,US,SD,02,,5F84E361-7774-4B7D-AD1C-4EC56F3F186C,2010-05-18
