PLOT_ID,FARM_ID,PLOT_DESC,AREA_HA,LAND1,ZZSTAT,LOEVM,ZZEID,ERDAT
0004500488,0002000175,PIVOT 2,16.9,US,02,,875b2581-fd0e-4b81-a334-cb8d4dc69f5e,2011-08-21
0004500164,0002000060,BIG FIELD,41.7,CA,02,,a7f5456a-83b5-4076-a52a-399518339cbc,2016-09-22
0004501449,0002000583,WINDMILL FIELD,49.2,BR,02,,e670e819-85ec-4b05-b76f-459205b05014,2014-06-22
0004500397,0002000143,SOUTH 40,104.5,US,02,,14426b29-13d1-46f1-9596-85999de646bc,2019-04-18
0004500822,0002000297,WINDMILL FIELD,87.7,US,02,,a8177946-b2bf-4422-9a68-d9b0ccf6610e,2012-05-22
0004500083,0002000031,TRIANGLE,82.3,CA,02,,ab5e7421-404f-4c38-918e-e20945762ca9,2011-10-21
0004500901,0002000328,FENCE LINE 60,63.2,US,02,,507a7b3f-2c0c-46fd-98bd-f6f466cc28d7,2011-01-06
0004500856,0002000311,CREEK FIELD,105.3,US,02,,93e20d3b-cacb-42ec-9605-bcd2f074d7a0,2024-01-15
0004501497,0002000598,CORNER PIECE,80.1,BR,02,,a6e208d4-aa44-4fa5-8bd1-97d92add5c88,2013-01-05
0004500267,0002000097,WEST 160,106.7,US,02,,eb93856b-166c-4ff8-b902-b67420676735,2024-06-17
0004500471,0002000168,ROCK PILE,47.8,CA,02,,43046774-0d27-4ba5-a552-cf9ba7d0d9db,2016-07-01
0004500473,0002000168,TRIANGLE,50.4,CA,02,,cfa9408d-4b69-4d07-8141-ab11d3fa5a74,2016-08-04
0004500017,0002000007,PIVOT 2,40.0,CA,02,,f7cedeb5-4650-4fbf-b05a-b0b5875b55e2,2019-06-03
0004500309,0002000112,DRYLAND NORTH,10.4,US,02,,e2070a7f-37f5-418e-a73d-061f0eaf432f,2015-08-11
0004501337,0002000553,BACK 40,17.9,US,02,,2a4226e7-240c-4209-a4c2-31fbd490b283,2014-02-28
0004500439,0002000159,CREEK FIELD,73.1,US,02,,aa5889e1-210a-402e-bcce-4b1deb14429a,2024-03-01
0004500568,0002000206,CREEK FIELD,,CA,02,,1c1b270c-c329-490b-8564-62972c29e1db,2018-04-14
0004500855,0002000309,SLOUGH FIELD,43.3,US,02,,2a10c5c4-7902-40db-97d2-9cdb11203bbb,2024-04-02
0004500482,0002000171,NORTH 80,101.8,US,02,,1c315496-5cc2-4cd6-889a-326f142103a2,2010-08-27
0004501610,0002000672,PIVOT 3,23.3,CA,02,,36c63b1b-1f11-473f-9e41-5c3b637b27f5,2021-11-20
0004501236,0002000524,DRYLAND SOUTH,124.2,US,02,,3d4c4881-8ffe-4d45-823c-383e08a05c94,2018-08-26
0004501628,0002000680,CORNER PIECE,5.5,US,03,,032d376b-a5cd-490c-a033-06f62c663626,2023-08-17
0004500049,0002000019,ROCK PILE,129.5,US,02,,e75f2394-604b-43a6-a8f3-1789fcd03e4b,2016-08-05
0004500372,0002000132,DRYLAND NORTH,16.5,US,02,,65717f4b-cb0a-47c7-b28f-4dab9d5f29b1,2019-03-14
0004500441,0002000158,OLD ORCHARD,,US,02,,c4b66423-76ac-4b15-afd4-741ca86e7bf7,2024-03-28
0004501285,0002000538,GRAVEL PIT FIELD,15.5,CA,02,,b12c52cf-6711-434e-8a72-87a458dba7b5,2014-08-29
0004500026,0002000008,SCHOOLHOUSE FIELD,121.4,US,02,,af99a9e3-82f0-42d1-8542-f8313c9a663b,2023-09-26
0004501361,0002000561,PIVOT 2,85.6,BR,02,,e967f86b-720a-4d6c-8d46-624659436295,2025-10-22
0004500791,0002000285,LONG STRIP,36.9,US,02,,6477781d-6c25-4e45-9f1a-09d9f3158f6d,2011-09-16
0004501145,0002000493,SLOUGH FIELD,70.9,CA,02,,b6405623-e47f-48f9-903e-0953f130f66a,2025-03-07
0004500579,0002000211,EAST QUARTER,70.9,US,02,,1041eafe-7a96-4337-8ab9-812edb4a5880,2015-01-15
0004500621,0002000228,GRAVEL PIT FIELD,127.9,US,02,,b02756fb-ccb1-4e30-961e-8a49ea54f398,2013-08-14
0004500912,0002000332,HIGHWAY FIELD,75.6,CA,02,,f9c7cd1a-24fe-4c93-bbf8-4b5c6bcf22e6,2018-11-30
0004501624,0002000679,BACK 40,55.8,US,03,,7847a4c9-d4d0-45e4-b5ee-a7826ddbdbeb,2024-12-03
0004500680,0002000248,WEST 160,63.0,CA,02,,968e3c3d-c5d2-43db-8212-d12954aa490a,2016-01-11
0004500334,0002000121,CREEK FIELD,67.5,US,02,X,6ef92b1e-1393-4e55-be00-d6854e5fb864,2025-09-19
0004500188,0002000068,TRIANGLE,129.5,US,02,,64f7eb1d-3f0e-4460-9554-e6c01c80c69c,2016-11-08
0004501215,0002000519,BACK 40,112.8,US,02,,,2020-04-26
0004500851,0002000309,GRAVEL PIT FIELD,25.5,US,02,,08056b37-bf1e-46b9-a339-ac5aa7c0acf4,2012-11-18
0004501355,0002000560,SANDY KNOLL,109.2,BR,02,,e4799f2e-ace6-4972-865e-69c6f0c84faa,2015-07-15
0004500819,0002000294,SCHOOLHOUSE FIELD,101.2,US,02,,d69d6dd5-2710-4600-8147-454ff56949f0,2010-02-27
0004500156,0002000059,CORNER PIECE,115.1,CA,02,,28070508-fcad-4d9d-97d0-2d27933b158a,2025-05-24
0004500592,0002000214,SCHOOLHOUSE FIELD,62.4,US,02,,25e8179f-8c27-4ee7-8ef5-2d2ad11d0980,2012-11-13
0004500255,0002000092,NORTH 80,60.7,US,02,,567aacaf-1f0b-4ec0-933f-16b5dc73bb07,2024-03-15
0004501093,0002000473,PIVOT 1,108.1,US,02,,ebfd4d8f-6e68-4723-9c00-c0e78322a18a,2015-01-03
0004501581,0002000656,EAST QUARTER,126.7,US,02,,9791cef1-16f7-49b6-858f-10e0ffdb58ab,2023-01-16
0004501180,0002000506,DRYLAND SOUTH,128.0,US,02,,,2015-02-21
0004501410,0002000574,DRYLAND NORTH,69.2,BR,02,,910f274c-3f61-40f4-ac03-f4a51f1e4980,2012-07-12
0004501135,0002000491,FLAT 120,104.5,US,02,,5776105b-1b88-4cb6-9a39-846b3847b899,2016-01-08
0004500303,0002000110,CORNER PIECE,22.4,US,02,,79643ae8-31a8-45b5-b79c-8b6f49e01501,2022-01-09
0004500081,0002000030,RIVER BOTTOM,116.1,US,02,,acba5ee7-28af-4aa4-952a-aef60270910c,2017-02-13
0004500577,0002000209,OLD ORCHARD,120.7,US,02,,c32fe5b9-d774-459e-aa5a-cfa5f5f49f81,2018-06-01
0004501012,0002000376,SANDY KNOLL,18.7,US,02,,,2013-03-30
0004500570,0002000209,SOUTH 40,7.6,US,02,,ed7cc24d-4e40-413a-bda6-60d87fc861b8,2016-09-28
0004500520,0002000185,NORTH 80,41.8,CA,02,,6d1a242a-5f82-42ee-8d1b-0edbdda8dddd,2020-04-15
0004500677,0002000246,WEST 160,18.4,CA,02,,24251e3e-1a2e-4e36-ad10-e8a89b5ab2e4,2023-04-29
0004501103,0002000478,SOUTH 40,59.2,US,02,,40e022fe-e553-4f3d-8d2b-4c722b0fd82b,2020-01-14
0004500097,0002000036,NORTH 80,119.0,CA,02,,7c8a4821-df9e-44d4-92a6-22be8ce28d0f,2010-09-19
0004500500,0002000180,WINDMILL FIELD,66.0,US,02,,c901ae40-4786-4761-bcf8-5a55c7a86989,2013-02-09
0004500614,0002000223,SANDY KNOLL,39.7,US,02,,7ecbb85c-ed48-4a0c-ac21-64c46980f94a,2017-07-26
0004500304,0002000110,SLOUGH FIELD,22.6,US,02,,2fbc99f9-3ffb-4a81-b8ae-361e65ddb8b0,2013-01-07
0004501358,0002000562,BACK 40,129.2,BR,02,,cf327638-ceb5-42c0-9d7c-32501a2b8b41,2010-02-07
0004501538,0002000636,OLD ORCHARD,119.2,US,03,,dfa42080-d4fa-4dc3-a24d-f06c461431fa,2024-06-09
0004501359,0002000562,SANDY KNOLL,23.7,BR,02,,2b69a3d9-bf75-4c0a-b6ea-1f3611a37bd9,2017-10-05
0004500019,0002000006,PIVOT 3,109.3,CA,02,,5b32906b-d573-466b-b701-a1d6eb139c3e,2023-07-17
0004501313,0002000545,SOUTH 40,27.0,CA,02,,0488945f-91f5-4a17-be79-2abb40ed2f57,2018-01-01
0004500276,0002000101,CORNER PIECE,16.0,US,02,,47cba9a6-536f-4c34-bd39-718ccc10c598,2010-07-30
0004500002,0002001987,CREEK FIELD,106.9,US,02,,a9f85686-f536-4822-9a50-168289ac2224,2025-08-07
0004501143,0002000492,CREEK FIELD,5.8,US,02,,6f17fe76-01c3-47ab-9104-bd836606378d,2023-09-05
0004500729,0002000265,LONG STRIP,56.6,US,02,,0e2744f1-391e-4e48-8907-32296cc3abce,2015-10-22
0004500631,0002000231,CREEK FIELD,31.9,US,02,,4d858c0b-a86e-4386-923b-899bc0c4e63e,2024-10-07
0004501442,0002000581,HIGHWAY FIELD,14.5,BR,02,,5ffa2b84-afe6-4522-8646-714743c483c1,2010-10-05
0004500065,0002000025,BACK 40,124.0,US,02,,bf3c6177-9cce-4060-9a2f-6d293327d287,2024-10-25
0004500121,0002000045,CORNER PIECE,,US,02,,12c62400-9861-49b4-bced-dba307e80a64,2022-02-13
0004500578,0002000212,BACK 40,31.0,US,02,,f4eee2a0-02ad-4b69-9af7-99ea2699b7e4,2013-02-10
0004500273,0002000099,WEST 160,107.3,US,02,,2b2e8561-e740-4e3f-967a-ad0afac90402,2014-11-14
0004500020,0002000008,RIVER BOTTOM,7.2,US,02,,41e171f8-0007-40bc-9d61-de498bb4470a,2021-07-26
0004500886,0002000322,WINDMILL FIELD,113.8,US,02,,da32b6ec-4e2c-4966-a02d-4ecb9d8426e4,2013-04-01
0004501278,0002000535,HOME FIELD,110.0,CA,02,,f3a71978-8615-46f4-9a89-b690ffce5730,2017-04-14
0004500885,0002000320,NORTH 80,112.7,CA,02,,dbf96154-91a6-4e3b-a875-b4d582092e8e,2024-01-25
0004500317,0002000114,GRAVEL PIT FIELD,40.5,US,02,,ac653d55-5ee9-497d-a1f8-4493dbb80364,2017-11-03
0004500580,0002000212,PIVOT 1,92.8,US,02,,11960e7a-8002-4f3f-9a35-7885ff7cfdeb,2023-04-09
0004500464,0002000166,HOME FIELD,58.4,US,02,,a8485db3-e91c-4e5b-a1e0-04d770d900ab,2014-09-09
0004500990,0002000359,EAST QUARTER,59.5,US,02,,b5b16083-7e14-4d8e-96cb-a87a4a762156,2012-02-20
0004501078,0002000470,DRYLAND SOUTH,59.0,US,02,,,2019-03-21
0004500979,0002000354,HIGHWAY FIELD,108.1,CA,02,,4fce3cf7-89a1-4ba3-b655-70bd363b1ec9,2014-07-31
0004500358,0002000130,OLD ORCHARD,117.7,US,02,X,421e3573-2ac6-4dba-9008-e577b16495fe,2012-01-02
0004500215,0002000077,HIGHWAY FIELD,27.0,US,02,,af9fd871-be96-4fca-b82e-d2438a3c8415,2010-03-13
0004501314,0002000545,TRIANGLE,105.4,CA,02,,6cddc595-e85e-419b-8a97-de76b43744e2,2017-10-26
0004500584,0002000212,NORTH 80,35.7,US,02,,2adfba73-42ba-4677-9fe3-8b26fef666ec,2018-05-01
0004500470,0002000167,PIVOT 1,119.8,US,02,,99bc9cb2-2fc2-4f40-bd31-ad5cd538bad2,2015-07-24
