field_id,farm_id,field_name,status,is_test,area_ha,enterprise_id,created_at,updated_at
ad-fld-000363,ad-frm-000152,Dryland North,active,false,96.1,7a687956-f439-4918-a57e-eb7cd397adf5,2026-01-15T13:25:16Z,2026-05-10T11:18:27Z
ad-fld-000197,ad-frm-000083,Flat 120,active,false,55.8,6d511625-c8c1-4356-9133-61103318bacf,2026-01-15T11:43:56Z,
ad-fld-001082,ad-frm-000428,Big Field,active,true,12.8,6a238f27-651a-4555-b368-a6658e0225c9,2024-11-14T07:03:17Z,2025-10-27T17:51:53Z
ad-fld-000203,ad-frm-000086,Corner Piece,active,false,8.4,aecb2b0f-6dc5-4563-87bd-17a36d23aa9c,2025-11-10T09:26:50Z,
ad-fld-000877,ad-frm-000357,Home Field,active,false,64.9,21459ea5-5146-4696-8940-4e364ee1c3b8,2026-04-23T19:11:04Z,2026-05-27T18:34:18Z
ad-fld-001015,ad-frm-000400,Pivot 1,active,false,24.5,365efe98-3833-4f74-a1bc-ebe103991125,2026-03-04T10:13:57Z,
ad-fld-000135,ad-frm-000054,Home Field,active,false,102.6,ad4a83b3-68e4-45c6-88e5-7858b2c79b86,2024-10-08T17:50:31Z,2026-06-29T13:33:29Z
ad-fld-000793,ad-frm-000330,Long Strip,active,false,59.0,978f82c6-b280-49ad-bbbb-16fbbf10ca9c,2025-11-11T12:58:58Z,
ad-fld-000889,ad-frm-000360,Back 40,active,false,72.9,1f114fd1-ea57-401f-91ee-e022800e9182,2026-01-15T07:19:55Z,
ad-fld-000608,ad-frm-000262,Fence Line 60,active,false,78.6,630e3658-90a6-48a8-baf2-8bcb7650b2cb,2024-11-14T23:35:30Z,2025-09-18T06:56:08Z
ad-fld-000292,ad-frm-000124,Dryland South,active,false,30.6,,2026-01-14T05:28:17Z,
ad-fld-000816,ad-frm-000338,Fence Line 60,active,false,128.7,,2025-09-25T15:56:07Z,
ad-fld-000254,ad-frm-000107,Back 40,active,false,83.8,dab1b998-0648-4f96-a317-af08633283fd,2024-10-08T15:17:49Z,2024-11-10T10:50:16Z
ad-fld-000316,ad-frm-000132,Gravel Pit Field,active,false,11.2,3bdb70c1-b16f-40b0-958e-068536842e3e,2026-04-22T17:28:54Z,
ad-fld-001047,ad-frm-000411,South 40,active,true,39.1,499e5c1d-2243-4242-b1b1-f1a0417ab9ed,2025-06-12T17:05:41Z,2025-07-24T07:43:25Z
ad-fld-000060,ad-frm-000023,Dryland North,active,false,50.8,e76127cd-b71b-47f8-b0bd-3e69ca27b7a0,2024-11-13T18:54:45Z,2025-12-16T23:11:46Z
ad-fld-000289,ad-frm-000121,Pivot 1,active,false,40.2,3b25ae3c-da51-44a9-bdfa-c48de118cc8d,2026-01-14T22:46:12Z,
ad-fld-000508,ad-frm-000221,Flat 120,active,false,69.4,2f1fb449-ce8c-46cc-a332-00d62446dc57,2026-04-21T08:53:58Z,2026-06-18T23:09:18Z
ad-fld-001110,ad-frm-000442,Fence Line 60,inactive,false,,0f34cb0c-8068-4e30-919f-b91afac44e40,2024-11-14T08:13:19Z,
ad-fld-001041,ad-frm-000409,Big Field,active,false,120.7,01ba97fd-094a-42d4-93ec-749825ea7c08,2025-01-14T20:51:01Z,2025-12-27T16:27:28Z
ad-fld-000425,ad-frm-000182,South 40,active,false,37.3,35a158b8-35bf-4f91-a146-c3a9d7a1a3c2,2026-03-02T09:09:29Z,
ad-fld-000864,ad-frm-000353,Highway Field,active,false,22.4,09949027-b4f3-43e3-a065-99b22cab777a,2024-10-07T11:31:29Z,2024-12-26T12:14:29Z
ad-fld-001183,ad-frm-000485,Pivot 2,active,false,41.8,f2380a4c-f62b-4e84-80f9-9f3377030c97,2025-01-16T15:48:46Z,
ad-fld-000319,ad-frm-000137,Highway Field,active,false,108.6,168ee6d3-2696-4a52-8734-512f58417743,2025-06-11T15:02:30Z,2026-05-31T10:23:09Z
ad-fld-000971,ad-frm-000387,North 80,active,false,67.4,67089ab4-1705-44fa-89b1-801ae7affed8,2024-11-12T06:40:09Z,2025-10-13T01:02:23Z
ad-fld-000970,ad-frm-000386,Back 40,active,false,124.3,ca979f16-d8d7-4845-9084-a129dffabf6b,2025-08-04T08:17:40Z,2026-05-30T20:47:47Z
ad-fld-001104,ad-frm-000439,Pivot 2,archived,false,119.1,c684afc8-7483-4e3b-80bc-cbb35968358f,2024-10-08T09:44:30Z,
ad-fld-000015,ad-frm-000006,Pivot 2,active,false,83.5,c1613af1-ad0a-4b89-ab75-71b894812696,2026-04-23T19:49:50Z,2026-06-08T05:22:21Z
ad-fld-000382,ad-frm-000162,Windmill Field,active,false,7.4,8fbfca1d-7858-4e0a-bed1-27d3c5a0034e,2025-09-25T10:55:27Z,
ad-fld-000564,ad-frm-000241,Pivot 2,active,false,74.5,99e335f5-e083-41c8-9940-6f7b8b10991f,2025-03-05T13:12:34Z,
ad-fld-000995,ad-frm-000394,Sandy Knoll,active,false,15.2,9d212f88-cd82-41bc-a7a8-faf0525366dc,2025-09-23T14:06:23Z,2026-04-05T16:58:13Z
ad-fld-000638,ad-frm-000274,Back 40,active,false,81.3,7b6a8ebd-7f72-4003-affe-14a353a682c6,2025-06-11T20:59:45Z,
ad-fld-000162,ad-frm-000065,Windmill Field,active,false,115.7,9075e67f-8d8f-4bce-ae3b-0032eef1e076,2025-11-12T17:19:54Z,
ad-fld-000192,ad-frm-000081,Highway Field,active,false,124.4,39a3e80c-ffee-4023-acb4-64dd230c7800,2025-06-12T12:07:57Z,
ad-fld-000418,ad-frm-000179,East Quarter,active,false,41.2,8016d85a-7b08-47f4-8905-5956f98cdd9d,2025-11-13T07:12:56Z,2026-05-09T22:20:26Z
ad-fld-000620,ad-frm-000268,Home Field,active,false,4.8,553e6dc6-4535-4806-afeb-aa99cfdf6a4d,2025-03-06T07:29:14Z,
ad-fld-001068,ad-frm-000421,Pivot 1,active,true,54.2,9ba23a51-891e-49f7-b53d-3c13fe537950,2025-08-07T19:20:24Z,2025-12-29T09:12:07Z
ad-fld-000764,ad-frm-000321,Windmill Field,active,false,112.3,d9d984b4-3701-42fc-acac-5d370e7a7105,2025-09-24T16:37:10Z,
ad-fld-000105,ad-frm-000042,Big Field,active,false,59.7,c16efd70-5fdd-4944-b56d-40114699cc12,2025-09-23T11:00:17Z,2026-05-14T06:34:00Z
ad-fld-000517,ad-frm-000223,Bench Field,active,false,47.4,72c92243-4c10-44ef-9c26-9f475da1c64e,2026-03-03T14:05:55Z,2026-05-03T08:22:24Z
ad-fld-000390,ad-frm-000167,Highway Field,active,false,33.3,6d8245cf-39f6-4cea-9b4e-031fe246470f,2025-04-23T06:22:58Z,2025-12-04T00:24:26Z
ad-fld-000539,ad-frm-000231,Highway Field,active,false,,,2024-11-13T18:52:23Z,2025-08-02T03:38:31Z
ad-fld-000987,ad-frm-000391,Big Field,active,false,21.3,5498ab70-db0d-4d5a-8efa-442dc25986d9,2026-04-24T11:04:51Z,
ad-fld-000619,ad-frm-000267,Fence Line 60,active,false,30.6,ed4dd856-ad97-45de-b900-df3d252879da,2026-04-23T13:25:38Z,
ad-fld-000804,ad-frm-000334,Pivot 2,active,false,22.2,e22cba6c-48a3-4849-a37f-b7b5137f452e,2025-11-13T04:37:59Z,2026-03-05T18:34:13Z
ad-fld-000054,ad-frm-000022,Sandy Knoll,active,false,32.2,91829909-fc51-4d27-b421-e9ae7167655a,2024-11-13T13:50:14Z,
ad-fld-000766,ad-frm-000321,Old Orchard,active,false,10.2,42910f9a-682a-4389-a8c8-9da674bc981e,2025-09-25T18:41:56Z,2026-06-05T09:33:00Z
ad-fld-000798,ad-frm-000333,Corner Piece,active,false,6.2,5e97ad83-407c-4fe3-8cbc-a070e665dc40,2025-06-10T10:25:27Z,2026-01-21T00:56:51Z
ad-fld-000571,ad-frm-000244,Creek Field,active,false,29.3,150d5ba3-6a96-4e4a-b876-0e37db525868,2025-03-05T08:09:26Z,2026-03-22T11:51:16Z
ad-fld-001024,ad-frm-000404,West 160,active,false,32.2,373bbbab-fdf6-4004-a65f-c089e26d6db2,2025-03-06T17:01:04Z,2025-10-02T01:10:29Z
ad-fld-000262,ad-frm-000111,Fence Line 60,active,false,12.0,1c9ff8e8-3a17-4e4b-84eb-873d819b4159,2026-03-04T11:37:22Z,
ad-fld-001129,ad-frm-000452,Back 40,inactive,false,,2709d070-77c8-40a8-86f8-2b48c55a9db2,2025-01-16T19:31:45Z,
ad-fld-000647,ad-frm-000279,West 160,active,false,82.3,4da08bbd-254c-459a-9358-785fde177379,2025-03-06T03:13:33Z,2025-12-25T14:19:51Z
ad-fld-001175,ad-frm-000478,Slough Field,active,false,62.8,72facbc2-c8f8-498f-af2d-82242826d85d,2025-09-25T08:07:58Z,2025-12-22T09:22:22Z
ad-fld-000945,ad-frm-000379,Big Field,active,false,37.4,41a2ebe6-c62c-4382-97f0-81b8ee0e349d,2025-06-11T08:10:48Z,2026-01-12T00:15:00Z
ad-fld-001063,ad-frm-000418,Flat 120,active,true,51.4,1857554d-2180-4c10-9fe7-bd4e42ef0b97,2025-09-22T08:25:06Z,2025-11-23T14:30:08Z
ad-fld-000497,ad-frm-000214,Corner Piece,active,false,68.2,16f6d96a-06fa-42d5-9fd9-6a450c3de12a,2026-01-15T16:50:46Z,
ad-fld-000799,ad-frm-000331,Long Strip,active,false,,5a519b1b-ed57-4881-b80d-95a48d311913,2025-09-23T00:05:26Z,
ad-fld-000367,ad-frm-000154,Flat 120,active,false,82.5,0410cbe2-9769-43ce-85b9-dec4066a9e44,2025-09-24T18:33:22Z,2026-05-14T15:05:32Z
ad-fld-000551,ad-frm-000237,Bench Field,active,false,78.9,2a30b848-826a-479c-8a1d-6a5322e77d4c,2025-09-25T14:27:38Z,2026-01-07T05:44:12Z
ad-fld-001152,ad-frm-000466,Old Orchard,archived,false,73.1,5742ed1a-3bfa-4edc-8a77-518a1308e359,2026-03-05T16:31:07Z,2026-05-13T23:00:19Z
ad-fld-000268,ad-frm-000113,Bench Field,active,false,117.6,4011daa2-7f46-4cb0-a440-01162e612e0a,2026-04-22T17:20:56Z,
ad-fld-001013,ad-frm-000400,Creek Field,active,false,,ef34e85c-7fcc-45fa-af83-7f28f8a753bd,2026-03-05T15:28:52Z,
ad-fld-000829,ad-frm-000343,Highway Field,active,false,48.9,fe16fab2-9b07-434b-8532-c21f364e90a4,2025-06-10T10:11:46Z,2026-01-28T14:25:46Z
ad-fld-000633,ad-frm-000272,Windmill Field,active,false,5.6,eac3d8cf-48f0-4777-adc1-b78e549626c9,2025-09-24T11:11:28Z,
ad-fld-001188,ad-frm-000487,Schoolhouse Field,active,false,71.0,00000000-0000-0000-0000-000000000000,2025-04-21T06:55:03Z,2026-01-14T01:48:45Z
ad-fld-000154,ad-frm-000064,Rock Pile,active,false,15.8,dd197395-ff37-4f66-a760-a96b3b188574,2026-01-13T02:46:40Z,
ad-fld-000912,ad-frm-000370,West 160,active,false,58.7,8e88ecff-809b-4ca5-bed9-3abd74f4d0da,2025-03-06T06:30:54Z,2025-06-25T03:21:41Z
ad-fld-000855,ad-frm-000350,Big Field,active,false,90.1,7bb124a6-a196-4c94-bcee-4e7063d5ee87,2024-10-08T10:08:45Z,
ad-fld-000048,ad-frm-000019,Bench Field,active,false,83.8,,2025-01-15T19:49:35Z,2026-02-22T14:15:09Z
ad-fld-001126,ad-frm-000450,Back 40,archived,false,,e74158d9-39ca-4afb-b013-a4afae6ffe6b,2024-10-08T10:41:15Z,
ad-fld-001069,ad-frm-000421,South 40,active,true,75.0,fe881e1c-4f78-42ef-8600-e663335651b9,2025-06-11T20:55:27Z,2026-03-27T14:55:43Z
ad-fld-000137,ad-frm-000056,Home Field,active,false,118.4,c314e0e6-f322-471f-b01a-f18b2b8eaaca,2026-04-24T12:47:49Z,
ad-fld-001191,ad-frm-000488,Pivot 2,active,false,47.8,00000000-0000-0000-0000-000000000000,2026-04-22T17:52:55Z,
ad-fld-000805,ad-frm-000334,Big Field,active,false,63.0,bd394650-5f60-4a82-bb21-47c7dcb5d524,2025-11-13T10:11:02Z,2025-12-19T15:37:58Z
ad-fld-000794,ad-frm-000329,Home Field,active,false,,2225330e-74ea-4256-88da-d8dc3ed732cc,2026-04-20T15:45:32Z,
ad-fld-000374,ad-frm-000158,Fence Line 60,active,false,70.3,a56f2451-c2c7-45aa-80ac-75eaebcc7b1b,2026-03-04T19:07:19Z,2026-05-08T09:34:36Z
ad-fld-000021,ad-frm-000008,Gravel Pit Field,active,false,25.0,84f1604a-52f0-4640-aa05-0bc4db30865d,2025-11-12T17:36:22Z,
ad-fld-000108,ad-frm-000043,Creek Field,active,false,25.8,e7b55f64-bbe3-4710-a193-3ae4169ba2a8,2025-04-24T10:45:22Z,
ad-fld-000665,ad-frm-000285,Gravel Pit Field,active,false,,34278098-6002-4b58-a63e-0b4a313862cc,2025-04-22T11:33:02Z,2026-03-11T04:01:25Z
ad-fld-000723,ad-frm-000306,Big Field,active,false,59.6,40fe4243-3929-4924-b909-cc59d30658ed,2025-06-12T06:57:08Z,
ad-fld-000557,ad-frm-000240,Flat 120,active,false,104.5,c6645bd9-6aa7-4409-a6f1-bfa67b2771a1,2025-09-22T09:45:11Z,2025-11-01T19:33:47Z
ad-fld-000658,ad-frm-000282,Gravel Pit Field,active,false,73.2,d6bbe09a-2224-43f8-a9a4-6903aa2b49e8,2026-01-14T03:39:11Z,
ad-fld-000806,ad-frm-000335,Pivot 1,active,false,105.4,89001164-ce27-42bb-bf53-200cabd69d96,2025-01-16T00:23:51Z,2025-05-10T22:14:04Z
ad-fld-000781,ad-frm-000324,Pivot 2,active,false,124.5,1e040781-5b4c-403c-a020-80d72245211e,2026-01-12T10:07:48Z,
ad-fld-000906,ad-frm-000367,River Bottom,active,false,30.6,56ff13c0-3e1e-48f6-b4d0-e2b0436f04e5,2025-09-25T16:29:29Z,
ad-fld-000045,ad-frm-000017,Highway Field,active,false,31.7,2760f48e-9e91-41c8-bf74-f8e3ba14ebc0,2025-08-06T06:47:47Z,2025-10-02T15:39:31Z
ad-fld-000922,ad-frm-000373,Old Orchard,active,false,107.4,a66bd65a-d4ca-4866-8e60-f8d85068c3fe,2026-03-04T13:43:44Z,2026-05-29T08:35:55Z
ad-fld-000385,ad-frm-000161,Corner Piece,active,false,92.3,dc12ea9a-45d1-47f0-af98-adbadd80830d,2026-04-20T12:17:21Z,2026-06-23T14:23:33Z
ad-fld-000076,ad-frm-000030,Highway Field,active,false,121.7,0a015a71-e819-4edc-90ca-2e6f4b3d8232,2026-01-14T08:50:35Z,2026-02-06T16:17:54Z
ad-fld-000686,ad-frm-000292,Corner Piece,active,false,118.5,0fd2b892-b013-4af3-9098-0e1b067ac852,2026-04-23T16:04:01Z,2026-06-03T05:25:56Z
ad-fld-001122,ad-frm-000448,South 40,inactive,false,93.7,b5307467-fb23-427d-8bb8-39402a3c8592,2025-11-13T07:46:41Z,2026-06-24T19:02:31Z
ad-fld-001186,ad-frm-000486,Slough Field,active,false,66.7,7182d0ca-ff93-4f89-90f3-4d5a2ae5d2cc,2025-06-12T16:59:32Z,2026-04-16T19:21:43Z
ad-fld-000974,ad-frm-000387,Fence Line 60,active,false,39.9,7d9733a8-e50f-449f-a51e-c0845a3bf753,2024-11-13T18:15:44Z,2025-02-10T07:40:34Z
ad-fld-000323,ad-frm-000136,Highway Field,active,false,69.0,b563deff-d5d1-4982-9fd1-70e796ef5cea,2025-06-11T05:03:38Z,2025-06-27T11:12:42Z
ad-fld-000623,ad-frm-000269,Sandy Knoll,active,false,87.5,1ea7342d-1e9a-4c63-ae31-621d2bd9e2ee,2025-04-24T17:39:13Z,2026-03-07T20:29:38Z
ad-fld-000116,ad-frm-000046,Pivot 1,active,false,86.2,6195ec70-3020-47da-b484-42ef64dae1b2,2025-09-25T09:08:28Z,
ad-fld-000457,ad-frm-000196,South 40,active,false,15.9,f54aebfb-eb34-45d2-92ac-b21b736dbd7a,2024-10-07T12:06:29Z,2025-09-23T16:12:44Z
ad-fld-000277,ad-frm-000117,Fence Line 60,active,false,25.5,d81d03f9-10c2-41ab-a3df-a2c47c6d975f,2025-11-13T10:11:30Z,2025-12-03T12:30:51Z
ad-fld-000205,ad-frm-000086,Long Strip,active,false,42.7,067fb8f6-7195-4a89-91f8-da567e680f87,2025-08-06T15:48:37Z,
ad-fld-000424,ad-frm-000183,East Quarter,active,false,15.7,d10ff703-c431-4b8d-b062-a038a2048e98,2026-01-14T15:32:06Z,
ad-fld-000111,ad-frm-000044,Gravel Pit Field,active,false,12.5,31d90d38-61c5-4a53-8065-9a98fee58904,2024-11-13T08:02:23Z,2025-07-06T12:42:16Z
ad-fld-000734,ad-frm-000310,Fence Line 60,active,false,129.7,61a025ea-7af1-4d6b-828e-9608a37e9192,2025-11-12T15:39:24Z,2026-05-31T04:59:00Z
ad-fld-000186,ad-frm-000079,Corner Piece,active,false,32.9,,2026-04-24T04:44:38Z,2026-05-09T20:22:14Z
ad-fld-000666,ad-frm-000285,Slough Field,active,false,60.5,3e015a99-15b7-4c2f-8dfa-0bddadc11eb5,2025-04-22T13:31:44Z,
ad-fld-000221,ad-frm-000092,Triangle,active,false,60.7,b06e133a-b1b4-4d31-9c86-539c4fafc906,2025-08-07T18:33:18Z,2025-09-21T17:57:07Z
ad-fld-000170,ad-frm-000070,Bench Field,active,false,84.0,10421ee7-f4b5-48a5-b180-cb68106ab5a4,2026-04-22T13:24:25Z,2026-06-11T04:50:31Z
ad-fld-000904,ad-frm-000365,Sandy Knoll,active,false,64.0,793bef71-073c-4947-84fb-1f446b6a4b5b,2026-03-03T08:37:55Z,
ad-fld-000769,ad-frm-000321,Flat 120,active,false,72.3,79040b9d-a51e-4ee3-b673-fa7ef2be95aa,2025-09-25T09:16:33Z,
ad-fld-000353,ad-frm-000149,Schoolhouse Field,active,false,124.9,5f188b06-f427-433c-8f0f-1ed2311a4747,2026-04-22T15:18:45Z,2026-06-06T03:08:58Z
ad-fld-000102,ad-frm-000041,Creek Field,active,false,63.6,2d7a6823-e284-49cc-b2b4-16d7c78e8b78,2026-04-24T01:11:24Z,2026-05-20T01:02:14Z
ad-fld-000750,ad-frm-000314,Pivot 1,active,false,122.3,d72affca-4e98-4d65-b3db-52064aa56b5b,2026-04-21T18:41:37Z,2026-05-20T09:26:46Z
ad-fld-001092,ad-frm-000434,Flat 120,active,true,92.6,10ee205c-2242-466f-95cf-0e136db798d8,2025-08-06T15:26:28Z,2026-05-31T15:57:22Z
ad-fld-001158,ad-frm-000470,Bench Field,inactive,false,6.7,d9ccd555-9885-4df3-9aee-dd48d38fa96a,2025-11-13T09:53:47Z,
ad-fld-000847,ad-frm-000349,Slough Field,active,false,51.7,b7cc5a96-b562-40ae-8a93-909f093a56e2,2025-03-03T07:44:29Z,
ad-fld-001185,ad-frm-000486,Flat 120,active,false,79.3,9224233d-1349-4b0f-b9d2-3789dc776434,2026-04-22T08:41:12Z,2026-05-11T04:29:45Z
ad-fld-000246,ad-frm-000103,Pivot 1,active,false,72.2,48e6efb3-0990-4b50-a1b5-034d14830ec7,2026-04-21T18:19:55Z,
ad-fld-000376,ad-frm-000159,Corner Piece,active,false,68.8,19f16346-ac5b-4949-9827-779e7be50d39,2026-04-21T15:06:36Z,
ad-fld-001025,ad-frm-000404,Pivot 2,active,false,118.2,0361178c-7438-49da-8815-81e9d15ec31e,2025-03-06T14:25:42Z,
ad-fld-000470,ad-frm-000202,Sandy Knoll,active,false,33.2,e0170f70-3699-45e5-b857-c7d8db315e13,2024-10-07T14:37:13Z,2025-12-27T19:39:20Z
ad-fld-000773,ad-frm-000322,Gravel Pit Field,active,false,,c58eb3f4-def4-42b5-92df-9d6e5d8a5650,2025-04-23T16:30:01Z,
ad-fld-000778,ad-frm-000325,Corner Piece,active,false,84.0,1e3f9e23-9276-4561-bc48-8a82d25da0b6,2026-01-15T15:04:11Z,
ad-fld-000037,ad-frm-000014,Bench Field,active,false,122.6,1eba5201-b215-434a-840c-9bdbf4f2115e,2026-03-03T20:26:50Z,2026-04-08T01:41:59Z
ad-fld-000176,ad-frm-000072,Bench Field,active,false,122.2,85de7c60-3c92-43c1-8d9d-2ace50d0b894,2024-11-14T08:00:48Z,2025-06-05T17:25:11Z
ad-fld-000236,ad-frm-000099,North 80,active,false,99.3,52546a5f-c9b2-4c82-bad5-7187959714ab,2026-04-23T06:45:37Z,2026-06-27T21:06:44Z
ad-fld-000072,ad-frm-000031,Flat 120,active,false,31.4,e3d117b1-1656-46ec-8992-c827391f83e0,2026-04-22T16:49:34Z,2026-06-17T14:04:42Z
ad-fld-000371,ad-frm-000156,Creek Field,active,false,116.2,08258955-df85-4d4e-9f5d-15eb2ef43f01,2025-03-06T07:26:03Z,2026-03-01T05:46:35Z
ad-fld-000434,ad-frm-000184,Back 40,active,false,80.2,19df3d89-420f-4937-afe5-ab4ccdb04833,2025-06-12T15:59:35Z,2026-06-15T13:19:53Z
ad-fld-000234,ad-frm-000099,Old Orchard,active,false,5.1,dde93994-14c1-4f04-b0ab-f1fd42197608,2026-04-23T04:43:12Z,
ad-fld-000823,ad-frm-000340,Gravel Pit Field,active,false,79.7,54dceaa2-33a7-4fdf-988f-92e6d6e59a52,2026-03-04T16:05:26Z,2026-03-29T17:56:07Z
ad-fld-001050,ad-frm-000412,Big Field,archived,true,124.7,c600a817-8daa-4eee-968e-795d72aa38cb,2025-01-15T14:36:19Z,2025-09-09T11:50:35Z
ad-fld-000208,ad-frm-000088,Flat 120,active,false,108.7,,2024-10-06T20:01:33Z,
ad-fld-000331,ad-frm-000140,Gravel Pit Field,active,false,117.0,2e1938b8-6b0b-44bb-a3e9-da83f84672f4,2025-11-12T14:32:40Z,2026-03-09T22:09:11Z
ad-fld-000934,ad-frm-000376,Pivot 3,active,false,70.0,86777f99-ebcc-4bcc-a698-a87e9571f51e,2025-03-04T18:57:12Z,2026-02-26T23:31:24Z
ad-fld-000763,ad-frm-000319,Flat 120,active,false,129.0,9afb9381-b6d9-433a-bb8f-80526ef0a796,2025-01-16T14:15:09Z,2025-12-26T12:36:41Z
ad-fld-000795,ad-frm-000332,Dryland North,active,false,129.4,3cbd4910-94a1-4539-af96-cda5f6dfa20d,2025-04-24T06:01:29Z,
ad-fld-000759,ad-frm-000318,Pivot 2,active,false,72.5,740e89a4-9c97-4c2f-8995-d2b19ec8e935,2025-01-16T11:18:36Z,
ad-fld-000972,ad-frm-000387,Pivot 1,active,false,,5c33b3e3-e45d-4efb-a92d-8fd330924bec,2024-11-12T06:17:38Z,
ad-fld-000092,ad-frm-000038,Back 40,active,false,126.7,130b3d26-59f3-40e7-b4fe-009a175d066e,2025-03-03T06:27:31Z,
ad-fld-001166,ad-frm-000472,Pivot 3,inactive,false,37.5,39c757ef-01bd-45e7-9bbc-609bf0f103e5,2025-01-15T19:35:33Z,
ad-fld-001049,ad-frm-000411,Pivot 3,active,true,80.4,f9ffddde-a2ae-4e36-b021-a6039cf87250,2025-06-11T07:06:06Z,
ad-fld-000366,ad-frm-000155,Fence Line 60,active,false,65.6,bde1bd8e-dc77-4e06-aedc-579ed22c1b51,2026-01-13T11:54:48Z,
ad-fld-000068,ad-frm-000029,Pivot 3,active,false,111.2,19ba5879-db75-4f9f-8552-116826dc7dd0,2026-04-23T18:34:05Z,2026-05-04T01:51:50Z
ad-fld-000253,ad-frm-000106,Fence Line 60,active,false,103.8,e90d34d0-5cad-4947-b2ef-d41f47412fb0,2025-09-24T23:58:10Z,
ad-fld-000742,ad-frm-000313,Dryland South,active,false,70.5,ce76297e-c6ca-4ef1-ad43-3a38f3c9ced3,2025-04-23T17:00:18Z,2025-12-01T21:32:28Z
