farmer_id,farmer_name,status,is_test,country_code,enterprise_id,created_at,updated_at
ad-fmr-000304,Winters D. Farms,inactive,false,CAN,71f0f179-8b08-4ad7-b9de-1ac67156172e,2025-08-07T10:36:17Z,2026-01-19T10:10:12Z
ad-fmr-000216,Ziegler Grain Co,active,false,USA,e8c42174-bb80-4967-a18d-90d4b2feec66,2025-09-23T07:30:52Z,2025-10-17T20:46:53Z
ad-fmr-000012,Boudreau Family Farms Inc,active,false,USA,2d3f9fbf-84d0-4003-8e9a-8a52b00cd50e,2026-01-12T11:09:08Z,
ad-fmr-000192,Hartley Agri Partners,active,false,CAN,f2ebe7b4-cad7-4c95-a365-0eec6ca0a67b,2026-03-04T08:55:24Z,
ad-fmr-000049,Vandermeer Farming Co,active,false,USA,82a05339-7c59-4e62-8df4-8cff8e911973,2026-03-03T06:48:45Z,
ad-fmr-000322,Okafor M. Grain Co,inactive,false,USA,baf5833a-5eb9-4d0d-bb43-855a02024837,2024-10-08T16:40:48Z,2026-05-17T10:50:18Z
ad-fmr-000032,Castellano Family Farms Inc,active,false,CAN,c7936fbd-6ab8-42a2-9cf4-f3dadfd51a38,2026-03-04T09:05:15Z,2026-05-12T15:32:56Z
ad-fmr-000308,Boudreau C. Farms LLC,inactive,false,CAN,13180b3f-e3ff-41c1-b43c-7c673cf19850,2025-04-24T17:29:33Z,
ad-fmr-000116,Yoder Farms LLC,active,false,USA,396ffa3a-f07f-4b12-8680-b25091c25555,2026-03-03T19:09:19Z,2026-03-23T12:29:43Z
ad-fmr-000059,Novak Grain Co,active,false,CAN,ef4da80d-c02f-45b9-a653-71fc77ce0708,2025-04-21T16:15:10Z,
ad-fmr-000237,Quandt Farms LLC,active,false,USA,c007fe13-a60e-4f43-9de7-2b3b8d2366dc,2025-11-12T12:05:03Z,
ad-fmr-000278,Iverson J. Agri Partners,active,true,USA,d9b8bb20-69ff-41a8-8870-1fc17ddcedcd,2025-09-24T08:19:11Z,
ad-fmr-000271,Tollefson F. Farms,inactive,true,USA,3adc3b42-8a9c-435d-8b5a-a1fe84b12b7a,2026-04-20T19:56:18Z,
ad-fmr-000226,Merriweather Acres Ltd,active,false,CAN,008f3fe2-5025-40a0-be99-88dbad58438c,2025-09-23T13:14:45Z,
ad-fmr-000046,Quandt Agri Partners,active,false,USA,dab1723f-e51c-4b05-be67-7b4f0aa2e3c9,2026-04-20T09:19:56Z,2026-05-23T09:02:47Z
ad-fmr-000222,Ferreira Acres Ltd,active,false,CAN,151897bd-6cbc-46f1-b1a2-8205ed166195,2025-11-12T19:04:59Z,2026-01-14T05:00:11Z
ad-fmr-000179,Iverson Acres Ltd,active,false,USA,fecd21ed-f945-4235-a2dd-663356cdfe15,2024-11-11T10:41:48Z,2025-02-07T20:10:19Z
ad-fmr-000290,Vandermeer J. Farming Co,inactive,false,USA,4bb1fe5b-cd06-4b2f-8b8b-2f360a7ddd88,2024-11-13T10:54:01Z,2026-01-27T13:49:11Z
ad-fmr-000080,McAllister & Sons,active,false,USA,8108850c-9506-43b5-92d0-ecbbb03938e3,2025-08-07T19:56:21Z,2026-02-07T11:12:40Z
ad-fmr-000055,Bergstrom Land & Cattle,active,false,USA,0f1f7ade-c119-4e72-8445-b7f31ae0b07a,2025-01-14T11:42:26Z,
ad-fmr-000163,Iverson Farms LLC,active,false,USA,e329e316-df25-4d21-bf5a-8efbd46d534d,2025-04-21T07:58:07Z,2025-09-06T03:56:30Z
ad-fmr-000038,Drummond Ag Enterprises,active,false,USA,2c1c6086-ffa8-47be-b5b2-60cd31cbdc32,2025-03-05T20:10:44Z,2025-12-26T13:32:05Z
ad-fmr-000291,Whitaker D. Agri Partners,inactive,false,USA,d785b3bc-63ac-4677-8b0a-2d19265893ec,2025-01-16T12:06:04Z,
ad-fmr-000160,Hummel Agri Partners,active,false,USA,8f7a466f-c027-461e-9f5c-7a45317d0da7,2025-01-13T07:11:12Z,2025-05-22T18:57:08Z
ad-fmr-000261,Prescott Agri Partners,active,false,CAN,c1efacb2-8c80-4f11-a386-5aa6501d86ec,2026-04-21T08:17:55Z,
ad-fmr-000311,Boudreau K. Land & Cattle,inactive,false,USA,57850362-8608-4779-9346-651475018771,2025-09-25T17:24:48Z,
ad-fmr-000169,Ivanov Land & Cattle,active,false,USA,e4d212e9-5024-4f4d-98bf-6a2fb7143065,2025-01-15T07:22:30Z,
ad-fmr-000240,Quandt Family Farms Inc,active,false,USA,3f9ced16-e31d-4da8-868f-fbb3f2d752b5,2025-04-23T20:45:07Z,2026-02-27T21:42:04Z
ad-fmr-000064,Brenner Land & Cattle,active,false,USA,2c93594b-7541-4881-9bdb-232b7bc19f41,2025-04-22T13:19:50Z,2026-01-24T03:38:08Z
ad-fmr-000073,Winters Land & Cattle,active,false,CAN,6a49506e-bee1-4c50-846d-624101fbf956,2025-06-11T09:01:57Z,
ad-fmr-000019,Lindqvist Land & Cattle,active,false,CAN,a568d17c-4f4b-4d44-a0ed-0ce583808c3a,2025-04-21T06:24:59Z,2025-08-31T21:17:43Z
ad-fmr-000093,Merriweather Agri Partners,active,false,USA,e37e79c6-5bcb-4926-8b2a-5eb1c52d6483,2026-04-23T08:17:56Z,
ad-fmr-000287,Winters R. Farms,inactive,false,USA,464383fd-b4b6-4fd0-8454-f1b42536acbf,2025-03-05T19:18:57Z,2025-11-18T04:24:54Z
ad-fmr-000187,Ziegler Ag Enterprises,active,false,USA,a5a09b60-120d-4982-abf0-b07ec3bef9ba,2025-04-22T16:43:10Z,2025-09-18T10:09:01Z
ad-fmr-000243,Ashworth Farms,active,false,USA,86a333ad-3d9b-4aca-a87d-4c970b1851d6,2025-04-22T10:58:47Z,2025-12-30T05:34:57Z
ad-fmr-000002,Duval Ag Enterprises,active,false,CAN,7d23012c-89b3-4bdc-aea0-5cb25fecfa91,2024-10-06T14:36:17Z,
ad-fmr-000138,Pemberton & Sons,active,false,USA,2f3d00e6-5d46-4398-aa4a-26824b6c5180,2024-10-07T06:08:57Z,2026-05-12T23:40:17Z
ad-fmr-000101,Prescott Land & Cattle,active,false,USA,4e5796e1-01c2-45bc-917c-61d56374d38e,2026-04-21T13:58:25Z,
ad-fmr-000259,Castellano Ag Enterprises,active,false,CAN,b05150da-1d9e-4f44-a037-09a687e7f2c6,2024-10-05T13:58:37Z,2025-07-16T10:31:17Z
ad-fmr-000293,Vandermeer F. Farms,inactive,false,CAN,33f6b045-cc14-4137-ba93-7b49477edfa0,2025-09-22T20:15:33Z,2026-06-18T15:10:04Z
ad-fmr-000205,Baxter Grain Co,active,false,USA,fc0ef2a8-0113-44e9-aa8f-4deedc2a0758,2025-03-06T06:33:48Z,2025-10-12T11:53:20Z
ad-fmr-000175,Dietrich Ag Enterprises,active,false,USA,c3277215-be2a-4f26-af78-d3d02f369fff,2026-01-13T17:47:31Z,2026-01-23T04:17:31Z
ad-fmr-000123,Duval Acres Ltd,active,false,CAN,8d52f2a8-eda7-4e3a-9296-bb43bc9f461c,2026-03-02T18:08:00Z,2026-03-16T00:56:08Z
ad-fmr-000141,Lockhart Farming Co,active,false,CAN,cf634edd-bb1f-4f29-8de0-bee56f0403f2,2026-01-13T11:04:56Z,2026-03-30T20:06:34Z
ad-fmr-000048,Jablonski & Sons,active,false,CAN,6e52550d-9a44-4cea-bcea-fa46760d566f,2026-01-14T06:44:50Z,
ad-fmr-000099,Oberlin Land & Cattle,active,false,USA,99461fcd-5a85-493a-9065-4321092922a0,2025-08-06T17:49:04Z,
ad-fmr-000174,Kerrigan Farming Co,active,false,USA,81ec0c23-1d2b-4fe3-9e2a-8f36f0586293,2025-01-14T11:07:38Z,2025-10-03T10:46:19Z
ad-fmr-000013,Ivanov Family Farms Inc,active,false,USA,94a10fad-9815-4ae3-a980-6d8f6c0b0715,2024-10-06T13:09:47Z,2026-04-08T10:06:40Z
ad-fmr-000188,Kowalski & Sons,active,false,CAN,15b6cdb4-550e-45cd-af1e-a559c0cbbef5,2026-04-22T11:43:06Z,
ad-fmr-000231,Pemberton Family Farms Inc,active,false,USA,78d5ea70-a853-4bfe-a867-8667e88e8786,2026-04-20T08:52:11Z,2026-04-27T23:44:26Z
ad-fmr-000102,Kowalski Grain Co,active,false,USA,3a349731-8543-466b-9817-05bc144f9e7c,2025-11-13T13:50:53Z,2025-11-21T14:26:41Z
ad-fmr-000145,Whitaker Farming Co,active,false,USA,5f1e0e2e-9d4e-4aaa-84ef-ee6303ec61d9,2025-11-12T09:41:09Z,2026-04-10T21:01:54Z
ad-fmr-000072,Yoder Farms,active,false,USA,e87f452b-88f8-4471-a89c-282ad50521ea,2026-01-13T18:27:58Z,2026-03-31T16:26:04Z
ad-fmr-000050,Yancey Farms,active,false,USA,c13911ec-a216-4afc-a8ac-5c20db61e10e,2025-04-21T06:25:54Z,
ad-fmr-000135,Ashworth Acres Ltd,active,false,CAN,bbca98b0-c7af-4fbc-9d66-f2559201d690,2025-06-12T08:22:48Z,2026-04-14T13:03:07Z
ad-fmr-000083,Baxter Farms LLC,active,false,USA,75c8df5e-9659-4055-a87c-d6fa03550b26,2024-11-13T17:20:27Z,
ad-fmr-000008,Drummond Land & Cattle,active,false,USA,32559dae-f276-454f-a1d3-199a384b9402,2024-11-11T20:46:34Z,2026-03-15T19:22:13Z
ad-fmr-000185,Drummond & Sons,active,false,CAN,12543ecb-1249-45f1-b01e-156d3c7050c9,2025-01-13T15:04:31Z,2025-11-17T22:22:23Z
ad-fmr-000235,Prescott Acres Ltd,active,false,USA,96f34085-9205-4e64-8860-db965d0ea303,2025-03-06T16:41:11Z,2026-02-01T21:39:51Z
ad-fmr-000207,Yancey Ag Enterprises,active,false,USA,db65d0dd-21be-45f3-a650-dd320094a5fb,2026-04-20T06:00:29Z,2026-06-30T03:22:36Z
ad-fmr-000280,Thompson E. Acres Ltd,active,true,CAN,c9196600-814a-4175-8543-777a3b0aa7d8,2025-11-13T10:08:45Z,2026-06-15T19:38:16Z
ad-fmr-000137,Drummond Family Farms Inc,active,false,USA,483e6b85-f78a-4fcf-9210-04a0eb02e433,2026-04-21T17:54:20Z,
ad-fmr-000011,Marsh & Sons,active,false,CAN,10b76db3-6833-4a55-8a8b-9beae16ec917,2024-10-05T20:35:42Z,2025-06-14T21:41:28Z
ad-fmr-000136,Nordin Ag Enterprises,active,false,CAN,695f3b9f-b9f8-42f3-bd12-1e508026d8af,2025-08-04T11:02:02Z,
ad-fmr-000177,Ziegler Farms LLC,active,false,USA,c6e91245-452f-4f49-8ae3-e25dc4c8b3bd,2026-04-21T14:01:32Z,2026-05-26T10:15:47Z
ad-fmr-000010,Steiner & Sons,active,false,USA,e1725e6c-db20-415f-bdfe-5a27503136db,2025-03-06T09:09:30Z,
ad-fmr-000195,Tollefson Ag Enterprises,active,false,USA,f2fc53d5-080e-48ea-a6cc-42c1f975311b,2025-03-04T18:48:37Z,2025-12-20T21:54:14Z
ad-fmr-000172,McAllister Farms,active,false,USA,8feacae7-e36c-4477-bb78-7721d211e4e4,2025-01-16T08:46:40Z,
ad-fmr-000152,Kowalski Farms,active,false,USA,3adb8733-088b-47cc-b4ac-08f5856cc5bd,2025-09-23T13:04:24Z,
ad-fmr-000323,Eastman H. Farming Co,inactive,false,USA,0066feb8-0539-4749-a764-ae9be538103b,2024-10-05T11:27:47Z,
ad-fmr-000319,Yoder E. Farms,inactive,false,USA,fdba4b5c-a2c8-4a4f-ad88-d409f351f8de,2025-06-12T08:15:48Z,2025-11-14T01:56:02Z
ad-fmr-000074,Novak Ag Enterprises,active,false,USA,24c5f1e2-797d-48e4-900e-3daa3a314970,2025-11-13T08:48:57Z,
ad-fmr-000283,McAllister D. Grain Co,active,true,USA,e0812f69-43fa-4005-af40-7e910b62edae,2026-01-12T07:04:09Z,2026-03-09T09:18:32Z
ad-fmr-000181,Girard Agri Partners,active,false,CAN,e52bdc8d-50a8-44c4-bcf8-ac0f2d8cad0a,2025-08-04T11:06:09Z,
ad-fmr-000307,Lockhart P. Farming Co,archived,false,USA,15174f9e-5d86-4588-9c0e-990d1e1688b9,2025-04-23T11:37:09Z,
ad-fmr-000110,Kowalski Acres Ltd,active,false,CAN,a5a1e05f-133e-4711-83ab-eff0f6f21cf9,2025-06-09T19:19:52Z,
ad-fmr-000266,Xiong G. Farming Co,archived,true,USA,6eee3ecf-9ea6-4300-baf2-4b535b076c21,2025-01-14T07:34:31Z,2026-04-26T06:42:46Z
ad-fmr-000167,Tollefson Land & Cattle,active,false,USA,ba06ab61-7484-44bf-a843-12c52391e128,2025-08-04T15:32:53Z,2025-09-23T02:12:55Z
ad-fmr-000061,Yoder Acres Ltd,active,false,USA,17c179c1-2f73-4922-be92-2bb87159ca7b,2025-04-21T20:32:30Z,
ad-fmr-000071,Ivanov Farming Co,active,false,CAN,77484e50-c0de-4559-abbf-102c0b7e29a7,2025-11-10T09:53:04Z,
ad-fmr-000075,Duval Agri Partners,active,false,USA,f4cc99ea-4da9-4040-a63f-cea6482a8095,2024-11-14T07:33:16Z,2024-12-04T10:57:23Z
ad-fmr-000112,Reyes Ag Enterprises,active,false,USA,1dcffb45-689c-4bc2-a0b5-e908b385f7d5,2024-11-14T07:31:55Z,
ad-fmr-000159,Hummel Ag Enterprises,active,false,USA,371e729a-0bba-4d6f-95b2-03b05c141536,2025-11-13T15:09:09Z,
ad-fmr-000133,Underhill Farms LLC,active,false,USA,d18d0e36-41d8-4590-8c82-cb0dbd8d3573,2024-10-07T08:13:35Z,2025-07-15T13:24:21Z
ad-fmr-000228,Callahan Grain Co,active,false,USA,9c925a18-97b5-4970-82ed-4d619c2c7bee,2025-09-22T09:52:48Z,2025-11-18T03:31:11Z
ad-fmr-000131,Albrecht Farms,active,false,USA,ec90e3d3-e912-439d-a3c8-7ecf78fbefc5,2026-03-03T13:41:50Z,2026-03-25T05:25:58Z
ad-fmr-000294,Ferreira R. Acres Ltd,inactive,false,USA,f9484719-8199-46e4-9dd9-5aa0be3a6c21,2025-11-11T09:50:06Z,2026-01-12T02:09:39Z
